id,original_tweet,sentiment_result,class
617,"@schfess setuju, daripada nanti makin parah dan makin gak bisa ptm full lagi",-2,NEGATIF
618,@eojnlee ptm nya sampe tgl 19? Yahhhh gamau daring lagi gasi☹️,-10,NEGATIF
619,"@convomf ptm, karena ulangan jadi bentar aja",-2,NEGATIF
620,@ajunkyubwa mending ptm ga sie,2,POSITIF
621,Daring/ptm?,0,NETRAL
622,"Akhirnya bisa nungguin bias w pulang wamil 😔
Kemaren"" ga inget udh D brapa gegara PTM jdi sibukkk",7,POSITIF
623,gapapa lah ya daring 100% yang penting jgn 50% ptm 50% pjj lagi,-12,NEGATIF
624,"@CNNIndonesia Kalo penyebaran ga masive kan yg PCR sepi. 
Kalau dr awal Hybrid, ganjil genap, sekolah ga terlalu padat, penyebaran ga masive, mungkin PTM masih bisa jalan aman sampai skrg. Tp kan tujuan utamanya bukan itu.",4.5,POSITIF
625,@jekeylins GW MASIH PTM YA ALLAH AMIT AMIT PJJ LAGI DAH,-12,NEGATIF
626,"banyak yg izin g ptm, kalo kaya gitu mending gue juga:)) masih bisa lanjut bobo",2,POSITIF
627,Kalian ptm atau pjj? W PJJ LAGI NGENTOTTT SEBELLL,-13,NEGATIF
628,"Udah senang PTM 100%
Eh malah kembali online 😅😅😅 https://t.co/0vopkgDtb4",10,POSITIF
629,"skrg pjj, tp maunya ptm https://t.co/z1mXCf1FmR",-1,NEGATIF
630,"Jujur enakan ptm, materi gampang banget masuk otak, tapi ga enaknya klo ngerjain tugas pasti gurunya keliling, jujur males sama guru yg keliling🙃😑",28,POSITIF
631,PTM anak sekolah di tindakan lagi gegara covid.. Entah mengapa nggak ada antisipasi dari awal di pihak sekolah atau dinas..,-2,NEGATIF
632,SchApp! Dom serang banten pjj ga? ih sklhku ptm 25% jd 9 org masuk gt terus ada sesi pagi sm siang tapi banyak yg ga masuk soalnya pada takut sama omic**n terus ada yg kena jugaa😸🥲 klo kaya gini mending daringin lg gasih?,4,POSITIF
633,"Pagi ini buka grup ada info kasus covid meningkat di daerah cinunuk sama cimekar
Wakasek kurikulum: jadwal akan berubah, kita bakal blended learning, yang utamanya online
Yang tadinya 100% udah PTM eh sekarang begini lagi
Seneeeng banget wkwkwkw",nan,POSITIF
634,"@9yu_acousthic ptm juga hrsnya, tapi hari ini gk berangkat soalnya lgi sakit",-13,NEGATIF
635,"Dan sampai sekarang belum ada revisi kebijakan PTM dari kampus.

Mantap emang, mungkin nunggu jatim kenaikan kasus kayak jakarta / ada yang positif di kampus waktu kuliah baru direvisi 👍 https://t.co/SjpWc1Z1PM",nan,POSITIF
636,@Vick4_pikachu Gamau pjj pls...udh enak PTM,3,POSITIF
637,"@kwrja seneng karena pel hr ini ngeselin
sedih grgr gue udh nyialin semaleman buat ptm ternyata batal",-13,NEGATIF
638,kangen ptm,3,POSITIF
639,"@schfess semoga sekolah gweh ttp ptm, walaupun cuma 50%. udah seneng koq😔",10,POSITIF
640,"gue benci banget daring demi allah, lu liattt skrng gue baru bangunn anjir males mandi kaya ga smgt sekolahhh, ayolahhh woi gue mau ptm😭😭😭",11,POSITIF
641,"@lovsvna ptm, tapi hari ini gk berangkat sekolah soalnya gi sakit",-10,NEGATIF
642,"BARU JUGA BILANG SENANG PTM PADAHAL YANG LAUN UDAH PJJ LAGI, TETIBA SEKOLAH AKU DIUMUMIN PJJ MANA TENGAH MALEM AAAAAAA",9,POSITIF
643,"OOOOOOH MULAI SEKARANG PTM NYA TERBATAS, BELAJARNYA CUMA 25 MENIT",1,POSITIF
644,PTM LAH GILA LO https://t.co/ViDrVtSjKu,3,POSITIF
645,"@heragvrl wkwkwk ktnya kabupaten tuh ttp msk ptm gtu ga ada online gatau jg yaa, kita kan msk kabupaten tangerang klo buat kota udh pd online",4,POSITIF
646,gue ga jadi ptm dong😭,-2,NEGATIF
647,"ptm tugas klp numpuk, pjj tugas rumah yang numpuk 😩🙏",-8,NEGATIF
648,"@beeabiw betul, enakan ptm",7,POSITIF
649,"@loveinglty Sebenernya sih enak ptm, lebih ngerti materi cuman ptm nggak ada istirahat, capek",11,POSITIF
650,"pagi pagi gini gue udah sintink gara-gara tugas 😰
HARI INI G PTM TAPI DARING ISH 😭😭😭😭😖😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",-9,NEGATIF
651,ANJING MAU PTM LAGI,-2,NEGATIF
652,RT @abcdefstdy: @schfess sekolah gw belum njir gw lagi nungguin pjj lagi soalnya cape bgt ptm,-15,NEGATIF
653,"@schfess PTM untuk kelas 6, 9, 12 aja plis saya butuh interaksi sama temen kalau kesusahan",-8,NEGATIF
654,@fadlizon Membingungkan. Satu sisi gembar gembor Covid meningkat lagi. Disisi lain bersikukuh tetap PTM. Maunya apa boss?,-4,NEGATIF
655,"@vrilliu__ jelas ptm, pjj makin males akunya:(",1,POSITIF
656,"@gulayamanis yg lain ptm kita ptmt, yg lain ptmt kita pjj",-8,NEGATIF
657,"@puwpies pjj, males ptm kebagian sesi sore mulu",-2,NEGATIF
658,"kasian bgt jdi gue!! PTM full gk ktmu ayang, PTM pke sesi jga gk ktmu ayang pdhl 1 sesi, skr malah PJJ!! untuk ayang, KENAPA DOYAN BANGET DIEM DIKELAS SIH? HAH?!! apa gk cape duduk terus? GATAU KALO AKU KANGEN?! mna dia adkel lgi, bntr lagi gue lulus woy!!!",5,POSITIF
659,yg gaenak pas ptm adalah harus mandi pagi-pagi alias dingin gakuaaaat mau tidur aja,9,POSITIF
660,maaf aku ga on hehe soalnya abis ptm tuh capeee banget jujur jadinya aku males on dimana-mana,3,POSITIF
661,"@loveinglty iyaaa, sekolah ak udh dpt surat. PTM nya ditutup smpe keadaan normal😭",13,POSITIF
662,"Ptm tetap jalan terus, sd smp sma kuliah.
Agar ekonomi berputar. Jangan ketakutan covid. 
Cukup pakai masker lah https://t.co/m8DSOyie9h",-12,NEGATIF
663,@ayangeren 😭😭 gue kemaren udah ptm skrg malah pjj,2,POSITIF
664,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",19,POSITIF
665,"@onthesbrew Ooh.. gatau bang, gak diceritain 😂 intermezzo lagi bahas sekolahannya yg diciduk media gegara PTM.",-5,NEGATIF
666,"@subschfess klo dibilang cape ptm iyaa si cape. tp kita ngertiii gt materi yg disampein. klo pjj rebahan gajelas, karena cm dikasi materi doang gadijelasin ujung2 scroll tiktok, twt, maen game. jd kek lebih ga efektif gt waktunya",-10,NEGATIF
667,"Anjir aku takut kalo tiba tiba ptm 50% tapi pembagiannya pake absen ganjil genap, anjir lah temen temenku pada genap anjir aku ganjil",2,POSITIF
668,@Mdy_Asmara1701 mungkin ini maksudnya biar 100% siswa terpapar omicron dulu baru akan disetujui stop PTM di DKI ya? mungkin lho ya? 😷,3.375,POSITIF
669,@sleepyfumii Sekolah ku ga pernah ptm..,3,POSITIF
670,Pada minta dating lagi disaat gue jadwal PTM aja baru besok Maret mulainya wkwkwk,-6,NEGATIF
671,potret sekolah saat dikasih tau PTM 50% dadakan. sepi bangettt pada males sekolah wkwk https://t.co/V9KeXL9J3R,-5,NEGATIF
672,"knp kls di pake waktu bagian sesi gw ke ptm trs si.. jd nya kan skrg bagian daring. tp gpp seneng tp ga seneng soalnya di tnya"" mulu sm ayah",0,NETRAL
673,@ericrsohn Di ig ada berita bakalan stop ptm 100% dulu,2,POSITIF
674,@schfess ptm 50% aja deh segitu aja badan saya sudah remuk,-6,NEGATIF
675,"monyet, sekolahku ptm ,50%",-3,NEGATIF
676,salah satu alasan mau ptm.. pjj banyak masalahnya https://t.co/KpWD92WyBd,4,POSITIF
677,skul gue doang kayaknya yg masih kekeuh ptm hadehhhh,-6,NEGATIF
678,@naceuzz Padahal udh enak PTM....,10,POSITIF
679,"Males ptm huwee, gw sendirian di depan lab karena blom ada yg dateng😭",-8,NEGATIF
680,kembali ke rutinitas menjadi remaja jompo. baru enak² sebulan ptm full eh malah pjj lagi. EH GUE UDH KELAS 12 YAAA JANGAN PJJ LAGI DONG 😭😭😭,-11,NEGATIF
681,hari ini ptm males bgtt ujan deras,-3,NEGATIF
682,ptm 25% apa seru nya tai,0,NETRAL
683,"aku tinggal di kabupaten dan di sini kasus c word udah mulai naik, tp di sekolahku guru-guru sama muridnya lalai sama prokes. yang pakai masker dikit bgt, mana udah ptm full. aku hrs gimana ya? cemas banget rasanya 💙",nan,POSITIF
684,"@CNNIndonesia PTM itu wilayahnya MenKes...... lah kok bapak itu yg bicara PTM.....
Bpk itu Menteri ASU ( Ahli Semua Urusan )...
Sepertinya manusia itu yg tersuper di Republik ini....Demi ALLAH SWT Tidak perlu percaya dengan Omongan bpk itu titik",-3,NEGATIF
685,"JNCKKKK GW BARU NYAMPE SEKOLAH UDH DISURUH PULANG GARA"" GA JADI PTM",-5,NEGATIF
686,"@Najaejun__ engga, ini karena ada perubahan. ptm nya jadi 50% lagi, terus jadwal baru belum ada, makanya jum'at pjj dulu, senin ptm 50% lagi, ganjil genap😞😞",1,POSITIF
687,Guis bekal sekolah buat adek yg ptm hari ini~ untung besok libur jadi gaperlu bikin bekal hehehehehe https://t.co/YFJWpnlINQ,20,POSITIF
688,"@blberriee gue sibuk sekul nih, PTM BIKIN CAPEKK ISHH😩",4,POSITIF
689,@hamtchajin HSGAHW KAKKK KEMAREN MALEM TUH YAH aku pegel bgt tapi gamau tidur gituu. Kaya ga ngantuk gitu. Padahal paginya aku ptm😭 tapi habjs nge twit itu aku bobooo,8,POSITIF
690,@skywrxv AAAAA SEDIH BGT UDH NYAMAN PTM😭,5,POSITIF
691,"ptm gue 50% kembali ke sesi sesian, ketar ketir ga se sesi ama cc gue 😭😭",-6,NEGATIF
692,"@vrilliu__ Fifty"" si😭
Ptm enk bisa ghibah+dpt jajan
Pjj enk karna g ush bangun subuh""",0,NETRAL
693,"@vrilliu__ ptm, walaupun capek tp materi alhamdulilah masuk 😭",4,POSITIF
694,@collegemenfess Sebelum pandemi yang namanya PTM juga mahasiswa dateng ke kampus walaupun itu jauh. Maaf ya agak salty tapi ya emang gini konsekuensinya. Dan emang ini yg namanya perjuangan. Dari sini tau kan?,-3.5,NEGATIF
695,"@yessgurl_ AKU PTM UDH DARI LAMA TPI MULAI HARI INI DARING LAGI, HAMPIR SELURUH BALI SERENTAK
MENGECEWAKAN MURID SJA😞",-6,NEGATIF
696,@sleepyfumii udah ptm bagi yang dibolehin,7,POSITIF
697,"PTM itu kenapa gadibuat sefleksibel mungkin aja, zaman udh mulai bergesar jadi mau gamau harus adapt dengan cepat begituuu. Toh klo jadi daring sementara gamengubah prinsip bahwasannyya pendidikan harus dilaksanakan scr langsung krn kita blm siap scr daring, khusus wil lgi tinggi https://t.co/KP2dxSELfc",6.75,POSITIF
698,"@gongtcng BENER tiap malem aku bobo 12 jam 👍👍 okeee TAPI JANGAN PAGI AKU MSIH PTM, SEMANGAT YA KAKA KURY  ♡__♡",12,POSITIF
699,"@convomf ptm, males banget",-3,NEGATIF
700,"1 minggu ptm, 1 minggu belajar di rumah. tp kl belajar dirumah rasanya kaya libur 😶",10,POSITIF
701,"[cm] menurut kalian gimana, aku juga pengen ptm,  tapi daerahku jauh dan kampus nerapin sistem zonasi, apakah aku harus nekat iku ptm? terimakasih semuanya https://t.co/26fkJL1Dj0",1,POSITIF
702,ptm 50% sesinya pake ganjil genap biar bisa kalo praktek sekelompok sama doi xixixixixi https://t.co/dc0gOnbdle,-1,NEGATIF
703,Sekolah pjj/ptm ?,3,POSITIF
704,"@fadlizon Saya termasuk orang yg antusias dgn PTM, tp kondisi sekarang ngeri² sedap jg.  Tiap anak pulang sekolah trs ngeluh sakit kepala pikiran dah kemana².
Krna ada ada teman sekelas anak saya yg terpapar minggu kemaren.",-19,NEGATIF
705,alhamdulillah masih ptm:) https://t.co/bqzbdDb7Yh,5,POSITIF
706,"@minjuting Iya disekolah udah nugas, balik nugas lagi:&lt; biasanya kalau pjj paling nugas ampe sore ~ selesai , ini ptm kek balik sekolaj nugas lagi.",-2,NEGATIF
707,@yusufgunawan Masih maksa PTM @PemkotMalang ?,-5,NEGATIF
708,CUMA GW MAU PTM YA ALLAH https://t.co/aoqSbMuSkC,4,POSITIF
709,"RT @ariestarico2: Evaluasi PTM harus benar benar dilakukan secara selektif dan terukur.

Jika memang harus ada evaluasi pelaksanaan PTM, se…",10,POSITIF
710,"Lah yaudah si wkwkw kok pada heran sama yg mau pjj, lu kalo seneng ptm kaga usah maksa2 orang buat suka ptm juga lol. Beda skolah, beda pengajar, beda cara belajar, tai. https://t.co/UWMm3qGsew",8,POSITIF
711,"ya Allah smoga senin ptm pls, gue sgt lh cpek dgan pjj ni. cuma egk mwu egois klo nie virus sdank merajalela",-12,NEGATIF
712,@httpsnctjeno SAMA PLIS. Padahal udah seru ptm ya😔,12,POSITIF
713,"@jokowi Jangan Lupa PTM 101 persen.. jangan dilonggarkan.. wkwkwkw
Biar JUTAAN ORANG OMICRON PER HARI..wkwkwkkw",-2,NEGATIF
714,gue mau full PTM anj bukan 50% PTM!!!,-2,NEGATIF
715,"Ya kali tgl 14 feb udah disuruh PTM, tuh bocah2 mending kalo udah divaksin, lah ini vaksin aja belum ada yg buat 5th kebawah 🥲, sekolah aneh

Maksa banget sih ckckck",10,POSITIF
716,"@subschfess Ptm, karena kalau ptm materi diterangin langsung sama guru, alias jadi ngerti, ga sebego waktu pjj",1,POSITIF
717,"@schfess 50% deh. Sebenernya lebih suka PTM 100% cuma keadaan ga memadai, jadi 50% aja :(",4,POSITIF
718,SEMOGAA PTM TRUS🙏🏻 AMIN AMIN😔,6,POSITIF
719,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",19,POSITIF
720,semoga sekarang bukan hari terakhir PTM 😔,0,NETRAL
721,Terimakasih untuk ptm sebulannya welcome Season 2 🙌🙌,9,POSITIF
722,morning moots!!! akhir akhir ini ptm banyak banget tugas,3,POSITIF
723,"@SEORYOUN9 @schfess nah iya ini, aku udh kelas 12 dan bener2 butuh ptm 100% sedih bgt baru aja sebulan ngerasain 100% udh pjj lagi:((",3,POSITIF
724,Padahal dahh nyaman ptm sekarang daring lagii njirr😭,-5,NEGATIF
725,"Udh paling bener PTM 50% aja ga sih,ini ke 2x nya sklh gua PJJ (lagi) setelah beberapa minggu PTM 100%",12,POSITIF
726,@lovxeezrt udah sarapan? hari ini daring atau ptm? di jaga semangat nya okee!! happy friday 🤸‍♀️🤸‍♀️,20,POSITIF
727,"Baru aja kmrin bahagia krena ptm ,skrg udah pjj lagi",3,POSITIF
728,"DEMII TD AK KESIANGAN BANGUN, KIRAIN PJJ TETNYATA PTM SKRG 😭😭😭",2,POSITIF
729,@_supra_ @fadlizon @jokowi @aniesbaswedan Kewenangan penghentian PTM di kepala daerah. Trus anies minta luhut yg hentikan PTM. Yg dungu siapa? 🤣🤣🤣,-1,NEGATIF
730,semaleman nangis sampe mata kayak kodok. ni gimane ceritanya ptm dngan mata smbab spt kodok 😩🤒🙂,-13,NEGATIF
731,💙 ppp hari ini aku ptm terus ga mandi karena bangun telat banget,-6,NEGATIF
732,@schfess PTM 50% kalo masuk semua ribut kalo PJJ SMK ngga bisa praktik,-6,NEGATIF
733,"@gloriovvs Iy ih, pdhl uda nyaman ptm😭😭",4,POSITIF
734,case covid lagi naik naiknya dan sekolah gw next week mau ptm?? buru buru bgt sih kalo kata gw,nan,POSITIF
735,"@subschfess plissss gue gak bisa belajar pjj, selalu aja ada halanganny klo lg mau belajar. tekanan batin pula di rumah, pokonya sikon di rumah ga mendukung utk pjj. gue prefer ke ptm, selain jd gampang ngerti jd ky ada semangat lebih gitu, pulang sklh nyusun rencana smp rumah kerjain apa gt",21,POSITIF
736,@mvurxli pdhl ptm lebih seru:(,6,POSITIF
737,"Gw tu ngedukung PTM ko.. cm ga semua ortu yg ngedukung PTM ngasih anaknya fondasi yg kuat bwt bermasker.. itu yg bikin sebel siihh.. akhirnya cm pesen ""jangan deket2 aman temen kakak yg ga pke masker. Itu namanya ga bertanggung jawab""",-15,NEGATIF
738,@schfess W sih setuju ptm 50% sama pjj 🗿,7,POSITIF
739,"@subschfess Ptm, krn udah mau deket2 daftar sman jdi belajarnya hrs bener bener bisa paham🥲",14,POSITIF
740,"PTM gpp siihh asal full mask, no minum n no makan di sekolah.. lah ini pas gurunya ngejelasin aja maskernya diturunin.. ada anak ga pke masker ga dpt sanksi jg.. yasalaaaam.. welcome Omicron 🙃🙃",8,POSITIF
741,"@satriohendri kl yg ini akuh gak setuju dulu ya sm pak Anies, maaf pak @aniesbaswedan  lanjut PTM! Yok yok pintar anak2 generasi muda, jd pintar biar gak gampang dijajah sm 'penjajah lokal rasa kolonial'",10,POSITIF
742,@haitanisfavo Sedih lihatnya:(( pdhal seruan ptm gak sih?,-5,NEGATIF
743,@jjaehyu_k Ahhhhh enak bgt ptm,6,POSITIF
744,"klo ptm wajib, kalo daring ya engga https://t.co/TTnUfktror",-3.5,NEGATIF
745,"Selama ptm banyak banget tugas kelompok😭
Hari libur kayak gak ada rasanya gara2 kerkom terus😭",-1,NEGATIF
746,ngomong doang tanggal 4 ptm asu lo,-11,NEGATIF
747,"@convomf ptm dan ""mungkin"" besok senin masi ptm juga sie tapi 50% 😔",0,NETRAL
748,pdhl baru aja seneng ptm 100% skrg ginj lagi😔,3,POSITIF
749,"@jjaehourly42 2in
Mls plss udh nyaman ptm😭",2,POSITIF
750,"@chewbaacaa makasiii, enakan PTM 😄",9,POSITIF
751,KACAU HAJSJSJSJSJS PLIS GA PENGEN DARING LAGIIIIIII AAAAA UDAH NYAMAN PTM PLS PLS PLS 😭😭😭😭😭,-1,NEGATIF
752,dahal dh enak ptm 100% 😖,10,POSITIF
753,"@subschfess tergantung, kalo ptm lebih masuk materi nya dan bener2 'belajar' dan bisa ketemu temen, kalo pjj lebih teratur aja buat belajar utbk sendiri tp kebanyakan tugas sih..",8,POSITIF
754,"@rbytriur baru semalem dikasih kabar mendadak banget, ptm 50% ikut aturan pemerintah..
padahal aku udah ngerencanain banyak buat hari ini:(",13,POSITIF
755,sepertinya hari ini terakhir ptm tapi kenapa hrs ada ulangan fisikaaaa harusnya mah santai santaiii,4,POSITIF
756,"@schfess Gue kyknya otw pjj si, semoga aja rencana ptm 100% gajadi",-6,NEGATIF
757,"ptm tu malesnya klo pas lg siap siap aja si... skrng udah agak gapapa ptm, yg dr awal pertama kali sekolah takut bgt kalo ptm😭",3,POSITIF
758,@convomf aku masih pjj wkwkw harusnya minggu ini udah ptm tapi lagi rawan jadi ptmnya pas bulan maret,2,POSITIF
759,pas awal ptm 100% aku uninstall gcr. udah pede bgt bakal ptm terus. sekarang balik pjj jadi mesti install gcr lagi😭,8.75,POSITIF
760,"udah nyaman ptm mendadak pjj lagi, hdhhhhh 😭👎",2,POSITIF
761,"orang orang pada pjj, gue kayaknya mau ptm, soalnya ngadain survey belajar luring",-2,NEGATIF
762,anjgg malu banget setann gua ke lapangan tapi ternyata ptm di berhentikan anjggggggg PANTESSS banyakk yang puter balekkk oasuuu,-9,NEGATIF
763,@xxrbcot YA GUE NANYANYA PJJ APA PTM BLOKKKK. GUE GA NANYA MASALAH LPJ. BTW GUE MUAK BANGET ANJ SAMA KATA LPJ,-21,NEGATIF
764,@pojokmojokerto adduh gmn ya sekolah ku malah full 100% ptm udh tanpa sesi arek e ya ndablek dikls gak gae masker:(,5,POSITIF
765,"pgnn sii pjj, tapi jangan tbtb hari iniii😫😫 maunya senin ajaa, skrg masi enak ptm",5,POSITIF
766,"@JiminJake27 Iyaaa banyak pasti, memaksakan sekalii buat ptm",7,POSITIF
767,"@jokowi sudah melonjak pak, anak buah bapak, pak Luhut malah nolak anies meniadakan PTM 100%, kan udah ngomong kenaikan BOR 3x lipat diluar negeri dibanding delta, pas delta aja kita hancur pak gimana nanti, mbok ya omongan itu konsisten pak. Emg Covid ada obatnya ? Ngga ada pak",7,POSITIF
768,"@Muljati Iya
Makanya di gelombang ketiga ini, kampung banyak banget yg kena. 
Emang gejala ga parah sih, tapi ngeri kannn. 
😭
Mana tetep PTM 100%
🤕",-2,NEGATIF
769,@convomfs masi ptm.. gasiap daring lagi seriusan,-3,NEGATIF
770,"masi agak gimana gitu yang hari ini awalny ptm langsung dibatalin jadi pjj, tapi.. ah sudahlah",0.5,POSITIF
771,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mos…",4,POSITIF
772,@hnurwahid @aniesbaswedan lha orang dari pertama PTM terbatas. SMA 28 pasar minggu ud dari minggu kemarin PJJ krn covid,-9,NEGATIF
773,@convomf daring njir..baru sebulan ptm yang smst 2.. anjirlah,-2,NEGATIF
774,@schfess MENDING PTM 50% PLIZZZ:) saya gamau sepenuhnya pjj kek gini.,-13,NEGATIF
775,"tau dah terserah ptm pjj gajih gue tetap full, tapi jujur gue kesel masa iya baru juga 2 hari ptm masa tiba tiba pjj lagi bisa nangis anak anak ku di kelas 😭😭😭 https://t.co/i0tsq5kKMw",-36,NEGATIF
776,ptm capek tugasnya lebih byk,8,POSITIF
777,@wonrikclouds dr minggu kmrn udh tp gk tau deh ktnya mingdep ptm lg,-7,NEGATIF
778,"ucap siswa yang malas2an
 
gua sebagai mahasiswa yg susah masuk materi nya kalau daring cant relate. bgst buruan ptm, gua benci di rumah terus https://t.co/imY5X6CWEm",-12,NEGATIF
779,"@fahiraidris @rmol_id Betul. Ribut2 doang soal sdh masuk gelombang 3, tp anak2 sekolah yg msh imut2 tetep mash PTM",9,POSITIF
780,"hari ini hari terakhir ptm seminggu berangkat seminggu nggak, minggu besok udah mulai ptm selang seling hari hhhhh loyo",2,POSITIF
781,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa ha…",14,POSITIF
782,"sedih bgt PTM 50% :( pdhl seru bgt kalau 100%, tch mana absen 1-18 dluan. aku absen 16 njer 🙂",-1,NEGATIF
783,"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah a…",0,NETRAL
784,"RT @Mey_elyaser: @CNNIndonesia Daerah tetangga DKI saja PTM dihentikan tanpa minta izin pusat, sementara yang DKI sudah minta izin malah di…",-2,NEGATIF
785,"@francmohede @aniesbaswedan tempo hari pak luhut bilang klo mau selamat ikuti aturan pemerintah. nah skrg ajuan ptm distop malah ditolak, resiko penularan pasti kian banyak, resiko hospitalisasi juga naik.",0,NETRAL
786,"@schfess makanya aku lebih suka ptm, walaupun tugas tetep ada hapalan jga makin banyak tapi aku ngerti ga kek pjj taunya nyatet terus, keriting jari ku😭😩",13,POSITIF
787,"@schfess aku mau ptm tuh karna kalo ptm gurunya menjelaskan dan aku pun jadi paham, kalo pjj gurunya cuma ngasih tugas tanpa ngasih penjelasan, jadi setiap materi kita cari sendiri materinya ga  guru yang ngasih, tugas juga semua nya nyatet   terus jarang yang  ngasih soal,  makanya cont-",7,POSITIF
788,"semester 1 pilih ptm, tapi semester 2 pilih pjj karena lebih banyak waktu luang buat belajar utbk T-T https://t.co/VLXkE3UGsk",-1,NEGATIF
789,"@fadlizon Lebih anehnya lagi Bang @fadlizon dan Pak @msaid_didu, Mahasiswa sampai sekarang tidak juga disuruh PTM? Takut Mahasiswa konsolidasi demokrasi untuk demonstrasi?",-2,NEGATIF
790,@schfess gapapa 50% ptm yg penting materi lebih masuk ke otak huhu,2,POSITIF
791,@TofaTofa_id Dampak dr imlek mall full..pengusaha puas mengeruk untung...skrg mulai ada aturan di jateng mulai tgl 7 feb smp 2 mgg ke depan..sklh PTM...ngalah daring lagiii,2,POSITIF
792,"@schfess iya, asalkan jangan pjj, PTM 50% aja si",-2,NEGATIF
793,"anjing gua dibangunin pagi tadi pas mau mandi dapet info ptm udah tutup, daring lagi",-3,NEGATIF
794,ini sekolah sebelah udah balik pjj gara-gara gurunya udah ada yg + ini sekolah gw kuat banget masih 100% ptm udah gitu kegiatan gak berhenti berhenti😭😭😭,17,POSITIF
795,"@schfess Sklh gw baru kmren pada test swab massal krn ada yg positif eh ternyata udh kena banyak, masih tetep ptm hehe. Semoga gw gk kena, gw gk mau pulang bawa penyakit ke rmh ya allah😭",13,POSITIF
796,@BuronanMabes Dan kaya gini kita masih belum terusik? Sementara PTM yg pertemuannya jg cuma 2 jam terancam dibatalkan! Apa saya saja yg merasa sedih dan kalut kalau anak2 kita dibodohkan dgn alasan Fucking pandemic!,-37,NEGATIF
797,"@schfess ptm 50%, males dibully lagi",-12,NEGATIF
798,"Udh nyaman PTM.. eh daring lagi, gaoaoa smph",10,POSITIF
799,"Bukan ga suka sekolah ptm tapi lebih kurang banyak moment ma temen dikelas jadi kek bosen. Bosen nya ya karna obrolan nya itu"" Mulu kek ga ad bahasan lain. Aslinya seneng ptm ketemu ma yg srek tapi buat yg ono engga bikin risih",-9,NEGATIF
800,"@CNNIndonesia Netizen sebelah makin keliatan inkonsistensinya dalam bersikap. Ada yang treak hapuskan darurat pandemi ikuuuut treak, ada yang treak tolak mandatory vaksin ikut treak. Giliran PTM tetep lanjut, kagak mau. Logikanya jadi kliatan  asal treak aja selama treakannya anti pemerintah",0,NETRAL
801,"@schfess Setuju kalo tempat wisata juga ditutup sih, biar adil. Soalnya udah nyaman ptm kalo balik pjj lagi ya nolep lagi, intinya harus adil sih apalagi kan murid/mahasiswa lebih baik ptm biar lebih memahami materi 😮‍💨😮‍💨😞😞",19,POSITIF
802,@convomf kata gue kalau alasan sepele mending masuk daripada nanti elu plonga-plongo dihari ptm berikutnya,-1,NEGATIF
803,"RT @SuketAlang: sekolah mrp kelompok rentan berpotensi terpapar covid, di Bantul PTM full 100%...menunggu sampai ada yg terpapar baru dieva…",4,POSITIF
804,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya an…",6,POSITIF
805,@CNNIndonesia Setuju jangan stop PTM,4,POSITIF
806,"Minta saja Luhut Panjaitan untuk tanda tangan di atas materai bahwa jika terjadi kematian siswa akibat covid yang terjadi karena kegiatan PTM menjadi tanggung jawab penuh dia segala konsekuensinya.
#TolakLuhutTolakPJJ https://t.co/yWVjT0XDsl",-1,NEGATIF
807,"RT @ChocoMaemi: @schfess Sejujurnya sekarang gw g setuju😭😭😭, karena gw udah nyaman ptm,gw udah mulai kaya dulu sebelum pandemi jd ank mudah…",4,POSITIF
808,"@subschfess ga mihak keduanya
pjj bikin stres 
ptm bikin stres
sama aja",-4,NEGATIF
809,"udah bagus ptm, skrng pjj. Sy kan jadi tidak bersemangat ngambis😞😞",9,POSITIF
810,"@convomf masih ptm 100% mana kantinnya buka jadi rame bgt ampe desak desakan, ngeri sendiri liatnya T____T",7,POSITIF
811,"@owryjaem Besok ak ptm 50% lagi. Pgn PJJ tapi kelas akhir huh. Gatau mesti senyum apa gimana.. ak mls berinteraksi sm org. Ini bukan cerita sih, lebih ke sambat malah",-7,NEGATIF
812,"RT @schfess: Sch! HATI² GUYS KALIAN YG MASIH PTM SAMA KYK AKU HARUS HATI² PLEASE INI, SABAR KEBIJAKAN EMANG RADA LELET DIAMBIL SAMA PEMERIN…",18,POSITIF
813,"@FarelrahmanOff2 Jujur iyaaa, ptm ga tau kenapa tugasnya 2x lipat lebih banyak 😭😭😭",4,POSITIF
814,khusus pljrn hri ini maunya pjj hhh malah ptm,1,POSITIF
