id,Opini,Bahasa,Sentimen
658,"PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",Indonesia,
659,Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),Indonesia,
660,"yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",Indonesia,
661,"Sch! Halo Ã°Å¸ËœÂ«Ã°Å¸ËœÂ°Ã°Å¸ËœÂ¢ yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ° https://t.co/QICgOHUwyZ",Indonesia,
662,"@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya Ã°Å¸ËœÂ­",Indonesia,
663,gwww pengen ptm covid syalandddd,Indonesia,
664,@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,Indonesia,
665,@subschfess Kalo aku pen ptm tanpa tugas tapi haha,Indonesia,Positif
666,Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik Ã°Å¸ËœÂ·,Indonesia,
667,"@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA Mulai kumat ampe sekarang.Ã°Å¸â„¢â€š sial",Indonesia,
668,@collegemenfess seminggu kemaren ptm full sih,Indonesia,
669,@llayzsne kenapa bolos? aku aja pengen ptmÃ°Å¸Ëœâ€,Indonesia,
670,"@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt akuÃ°Å¸Â¤Â¬Ã°Å¸Â¤Â¬Ã°Å¸Â¤Â¬",Indonesia,
671,"@subschfess AKUUU NDER WKWKWK kalau ptm malesnya itu kalau otw harus pagi, tapi kalau pjj susah fokus (lebih ke males sih tbh) terus pengen ketemu temennn jugaÃ°Å¸Â¥Â²Ã°Å¸â€“ÂÃ°Å¸ÂÂ¼",Indonesia,
672,Yahh PTM 50% lagiiii. Ualahh https://t.co/1LoqSNF7DO,Indonesia,
673,"@me_gsty sedih ya, pdahal udah seneng ptm",Indonesia,
674,@LLEEJEN0 iyaa bener ptm ketolong soalnya ketemu temen gitu kan :((,Indonesia,
675,"Kalo hari ini ptm pasti di sekolah jamkos soalnya sibuk bawa barang buat pagelaran, trs sampe sore nata panggung",Indonesia,
676,RT @StopPlandemit: Mereka ini mikir gk gimana perjuangan anak2 hanya demi Pendidikan?beberapa dari mrk sampai harus kehilangan nyawa.Trus gÃ¢â‚¬Â¦,Indonesia,
677,"@_pitikcilik Sekolahnya masih full PTM... Pusing.. Mau onlen, emaknya lama2 bisa darting... Ã°Å¸ËœÂªÃ°Å¸ËœÂªÃ°Å¸ËœÂªÃ°Å¸ËœÂªÃ°Å¸ËœÂª",Indonesia,
678,"Kl Pak Anies hentikan PTM DKI, sama pasukan Kodok luar DKI / JKT42 dibilang ""lenyapkan harapan anak bangsa"", kl Pak Anies tetap lanjut PTM, nanti mreka bilang ""Gotbener Anies mau bunuh Warga DKI"". wkwk Ã°Å¸Â¥Âº akibat minyak goreng naik &amp; langka, mereka jd kurang nutrisi otak Ã°Å¸Â¥Âº",Indonesia,
679,"Bapak Ibu Kepala Sekolah yang terhormat, Kurikulum bisa berganti. Orang Dinas bisa berganti. Mentri sekalipun bisa berganti. namun buah hati seseorang tak bisa tergantikan.  Kami mohon Stop PTM, dan mulai PJJ Bapak dan Ibu terkasijaga anak anak kita. Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â https://t.co/uaMMdfBBSk",Indonesia,
680,"@ismailfahmi Bahasa yg tdk diperbolehkan adl menghentikan ptm terbatas.Jadi in case ada yg penting utk ptm ,dengan catatan skala terbatas , masih bisa dilakukan . Misal kelas lab di kampus , yg kadang ga bisa offline , atau ptm 25% misal menjelang sbmptn atau ujian yg perlu pm offline.",Indonesia,
681,@bigwinberkali2 @emakpngnbigwin Semoga hasilnya negatif ya Bu. Dan selalu diberi kesehatan sekeluarga.. anak ikut PTM skrng kaya ngirim mereka ke medan perang jadinya.,Indonesia,
682,@fantashee Mauu ptm juga,Indonesia,
683,@BBAHlYYlH Pengen ptm t______t,Indonesia,
684,"@elisedya1 @StopPlandemit @TKantau @Moonboy020290 biar geger emang, kalau PTM yg ditiadakan kan lagsung jadi headline di media Ã°Å¸Â¤Â£",Indonesia,
685,"@yesogyu hiks disini baru aja pjj, mengsedih padahal uda asik ptm T ___ T",Indonesia,
686,demi apaa anjg ptm lagi,Indonesia,
687,"@HALCGSWA @schfess huhu syukurlah, sklhku jg gada yg + tapi 1 kabupaten pada daring lagi, pdhl pengen PTM sampe ujian kalo bisa:(",Indonesia,
688,@jev_anna daring huhu hbs ptm di skolah byk yg positif,Indonesia,
689,"@subschfess pjj aja pls soalnya jg nanggung ke sekolah bentar lg lulus, gabisa haha hihi jg tiap hari kerjaannya uji nyali, kalo bersosialisasi kan bisa lewat mana aja gaperlu tatap muka langsung,, ptm tuh udh uji nyali, cape, stress, kena kopit pula",Indonesia,
690,@schfess Tapi ptm itu membantu bgt ga sih utk lebih paham materi? Ptm efektif kok selama sesama warga sekolah itu saling mengingatkan dan saling menjaga prokes.. jangan seenaknya sendiri kalau memang ga mau keadaan jd memburuk lagi..,Indonesia,
691,"@giftsswing Emangnya PJJ gak belajar juga? Kalo aku sih, lebih baik PJJ dulu ya setidaknya sampe cvid turun lagi. Kalo PTM full nanti takutnya makin banyak yg kena cvid, makin lama pula bumi bisa benerÃ‚Â² normal tanpa virus ini",Indonesia,
692,Pls ini bisa daring lagi gasi? Jujur gua rada capek kalo ptm demi allah,Indonesia,
693,"@convomfs ptm, pjj kalo ulangan aja wokwok",Indonesia,
694,"Baca postingan warganet yg sudah muak dengan pembatasan pembatasan, muak dgn test PCR dll dan muak dgn corona, udah nganggap bodo amat sama covid. Tp giliran Pusat ga setuju usulan Gub DKI soal peniadaan PTM malah ngoceh ngoceh salahin Luhut, salahin rezim. Ã°Å¸Â¤Â£",Indonesia,
695,"banyak yang pjj yaw, ak ptm sksksk mana sesi siang lagi anjrt",Indonesia,
696,"@schfess solo, ptm 50%, kemaren udh ada yang positif covid tp masi lanjut ptmnya gatau ampe kapan si. gaada hilal bakal pjj juga",Indonesia,
697,"Harusnya skrng ptm aja  Ehh malah daring",Indonesia,
698,jangan berhentiin ptm bs Ã°Å¸ËœÂ¢Ã°Å¸ËœÂ¢,Indonesia,
699,"@schfess ptm sesi 2 (sesi gua) diliburin krn ada rapat, gua baru bangun, otw tempat les krn mau numpang belajar di sana, sekalian jam 4 ada jadwal sampe jam 7 sih. https://t.co/OdLQoy5fQB",Indonesia,
700,Kalo kek gini mending besok ptm,Indonesia,
701,"@convomfs ptm, pjj tugas terus gapernah dijelasin",Indonesia,
702,"plis ptm jangan di hold dongg. ya kalopun di hold ya gimana ya. namanya juga situasi. emang bener kayaknya. ""jangan terlalu nyaman sama suasana maupun seseorang."" bangsat.",Indonesia,
703,"@zevyrst @schfess iyaa, alhamdulillah sekolahku belum ada yang + semoga aja ptm full ini bisa bertahan sampe ujian nanti :(((",Indonesia,
704,"@yesogyu baikk jugaaa, btw sekolahmu udah PTM gaaa? atau PJJ lagi?",Indonesia,
705,"@schfess KAB Semarang, tapi roman roman nya mungdep pjj lagi anjrit pdhl baru ptm 1 bulan itupun 50% doang",Indonesia,
706,"@CNNIndonesia Tenang saja anak sekolah masih ptm 100%.tertular covid juga tdk masalah, paling ortu murid yg menangis sedih didepan pintu i.c.u/didepan batu nisan anak yg dicintainya. paling pemerintah hanya bilang ""Ini semua krn prokes tdk dijalankan dgn sungguh sungguh"". Sesederhana itu saja.",Indonesia,
707,"@mogareyreno aslinya udah ptm kak, tapi lingkungan sini banyak yg kena covid jdi pjj lagi. stay safe yaa kakk",Indonesia,
708,@convomfs sebenernya lebih pengen tetep ptm cuma kondisinya ga memungkinkan banget jd aku pilih pjj,Indonesia,
709,"@GratisTerbaik @aimtal Barusan dilaporin anak saya sepulang saya jemput sekolah, kalo temennya  udah gak masuk pasca vaksin om. Kata gurunya demam gak turun2. Nah loh. Untung anak saya gak saya ikutin vaksin. Alhamdulillah, sangat sehat walaupun PTM 100.  Anakq Sungguh lincah dan sehat. Ã°Å¸â€™ÂªÃ°Å¸â€™Âª",Indonesia,
710,"@subschfess engga sih, soalnya emang pengen ptm terus hehe",Indonesia,
711,"@subschfess gaaa, ak maunya ptm trusÃ°Å¸Ëœâ€Ã°Å¸Ëœâ€",Indonesia,
712,"ok gapapa ptm 50 50 asal ptm, encok gue daring",Indonesia,
713,"@useraksel aku ptm 50%, di bagi sesi dan aku ga se sesi sama temen deket aku. aku sesi 1 di sesi 1 kebanyakan cowok gitu, aku cuma takut gabisa belajar fokus sama takut ga nyaman Ã°Å¸Â¥Âº awalnya aku mau coba tanya ke guru kelas boleh ga aku di sesi 2, eh ga bolehhh jadi nya aku bm Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ©",Indonesia,
714,"PTM tetap berjalan dengan memerhatikan dinamika penyebaran covid-19 varian omicron serta mencermati masukan dari berbagai pihak
#BersatuDukungPemulihanRI https://t.co/5DZJ6kBMJk",Indonesia,
715,@bIuebbIe iyaaaÃ°Å¸â€™â€padahal pgn bgt ptm tapi malah ga jadi gara2 kasus nya naik lagiiÃ°Å¸Ëœâ€,Indonesia,
716,@cloupssy @kqonto murid ptm koncol,Indonesia,
717,materi yg di sampaikan tuh gampang ngerti klo ptm,Indonesia,
718,JGN PJJ PLS GUE SUKA PTM SOALNYA ADA WIFI GRATIS. UANG SAKU JG GA DI POTONG Ã°Å¸ËœÂ¿,Indonesia,
719,"@watashiure cape tugas ga sih, kalo ptm cape fisik Ã°Å¸Ëœâ€",Indonesia,
720,tbh enak ptm daripada pjj,Indonesia,
721,"Njir, bener bener dah Ã°Å¸Ëœâ€š https://t.co/r3Ya8NwvsK",Indonesia,
722," @ftrrii1 @Moonboy020290 Yg kocak, pas PSBB diumumin pemerintah pada ngamuk, nah org yg sm lewat di teel gw, ngamuk lg ke pemerintah krn ga setuju pakgub mo berhentiin PTM ",Indonesia,
723,"@pacarnyaminhi aaa gitu, yaampun pdhl kmrn udh enak2 ya ptm mau 100% skrg malah ada bdr lagi:(",Indonesia,
724,"@ClarissaLyi @orgcakepni @schfess bnr bangettt sekolah gue termasuk ketat bgt, sakit ringan sebatas batuk aja bnr2 gblh masuk. kmrn udh bersyukur bgt nilaiku bnyk naik ilmu nambah krna ptm, tbh ak males bgt dirumah mknya enak sekolah aja :(",Indonesia,
725,"masalahnya upraknya gadir, klo ttp ptm tugasnya juga seabrek, GAPAPA KOK GAPAPA ALIAS EMOSIII, klo mau ptm kls 10 11 aja dluuu yg kls 12 pjj seminggu buat uprakk",Indonesia,
726,@GATRA_com Ya ngapain kirim surat ke pusat ... tinggal kepala daerahnya pak @IdrisAShomad buat keputusan diberhentikan sementara PTM atau bikin kebijakan PTM 50% misalnya ... kan harusnya kepala daerah bisa mikir bukan lempar tangan ke pusat,Indonesia,
727,@convomfs lebih ngerti pas ptm but pjj pas ulangan aja wkwkwk,Indonesia,
728,"Gak apa-apa, deh. Semoga virusnya cepat berkurang dan bisa balik PTM lagi.",Indonesia,
729,"@convomfs ptm kalo materi ulangan, pts pjj",Indonesia,
730,"@convomfs pengennya, PTM. tapi uprak nanti daring aja gapapa HAHAHAHA",Indonesia,
731,"ini sekolah udh gilaa apaa gimana sihh, uprak daring bikin vidio tpi ttp ptm tuuu gimana yaaaa, uprak sambil belajar gtuu? plsss laaa trs kapan waktunya buat bikin vidio uprakkkkkkk absidndjdjufbc",Indonesia,
732,"Walaupun aku pusing karena sekolah (PTM), tapi kalau gak ketemu teman rasanya ada yang kurang.. u___u",Indonesia,
733,@jev_anna Ptm blm punya temen jadi daring aja deh heheh,Indonesia,
734,sriusan ini memding ptm aja anjig,Indonesia,
735,@jev_anna Ptm lebh enak si,Indonesia,
736,Kok sekolah gue ga pjj lagi si plis males banget ptm,Indonesia,
737,"@convomfs harusnya masih ptm buat hari ini, tapi dipulangin soalnya anak kelas sebelah ada yang positif, jadi pjj deh",Indonesia,
738,"@convomfs yaallah ptm aja baru mulai tgl 14, masa mo ganti daring lagiÃ°Å¸ËœÂ­ gw belum ngerasain woee",Indonesia,
739,gue mending pjj sih daripada PTM persesi Ã°Å¸ËœÂ­Ã¢Å“Â¨,Indonesia,
740,Tapi kalau tetap PTM virusnya bertambah lagi.,Indonesia,
741,Yahhh sedih sekolah gue besok udah mulai ptm 50% :(,Indonesia,
742,"gurunya ga niat ngajar?2x pertemuan ga masuk,,udah ditelfon walas gua anjr mana ga bilang,mksdnya aja gtu pdhal klo ptm masuk muluuu",Indonesia,
743,"emang kudu diberentiin dulu PTM selama 3-4 minggu. buat apaan? yaa kalo kasus meledak di usia usia sekolah tu, perlu fasilitas khusus kalo ada case terburuk sampe perlu rs. udah gitu pasti persiapannya dikit dan ga banyak yang punya tu fasilitas. tapi kita ikutin aja lord luhutÃ°Å¸â„¢ÂÃ°Å¸ÂÂ»",Indonesia,
744,@schfess Awalnya pas masih PJJ ga akrab samsek dan kek gamau kenal sama temen2 sekelas. Eh pas udah PTM lama2 jadi asik,Indonesia,
745,"@sssashaaa01 samaa, padahal udh nyaman ptm",Indonesia,
746,@subschfess Ngga. Aku ttp pengen pjj. Ptm ngeri sama sirkel nya. Gue yg anak bawang cuma bisa diem@pokokan,Indonesia,
747,Beruntung we can say good bye to each other... Walaupun capek ptm tapi tep aja bakal kangen. Tapi seru juga ptm:( bitj daring gua ga ngerti apa apa lagi,Indonesia,
748,"@subschfess kalo ptm pengen pjj, kalo pjj pengen duit sih aku mah",Indonesia,
749,@jev_anna ptm lebih enak tp skrng daring lagi,Indonesia,
750,when yang lain PTM tapi gua sakit di rumah Ã°Å¸â€˜Â https://t.co/yfVLQf6wPz,Indonesia,
751,ok sekolah gw balik ke PTM terbatas lagi,Indonesia,
752,"@henderrryy GW JG AD UL ANJ gamau ptm dl, gile ajaa covidnya lg drastis naikÃ°Å¸ËœÂ­",Indonesia,
753,RT @iloyojiel: anjg ptm 50% lagi,Indonesia,
754,"@subschfess Aku juga gitu nder tapi mencoba berpikir lebih jernih, kalo PJJ kebanyakan main lah males lah offcam lah udah gitu ga 100% merhatiin tapi kalo PTM itu asik sih walaupun sepi kelasnya, rasanya kaya bimbel terus jg lebih fokus ditambah pasti ada catatan mapel gt kalo PTM",Indonesia,
755,@henderrryy Lagi PJJ katanya PTM Senin tapi gatau di perpanjang lg apa gÃ°Å¸â„¢Â,Indonesia,
756,@CNNIndonesia AB ini salah strategi terus. Tapi dia pintar mengubah ini jd panggung politik. Aslinya ga perlu minta persetujuan krn kewenangan di Daerah buat ngurangin PTM (misal jadi 50-30%). Kalo stop 100% mungkin blm bisa. Nah dia maunya 100% tanpa PTM dan minta perstujuan LBP. Jelas ngaco.,Indonesia,
757," @Dj_Bams74 Itu dia penting nya cari jalan keluar biar tidak merugikan Dikanal berita itu sudah bagus idenya PTM 50% pun dengan tempat usaha harus dibatasi juga Kita tempat usaha masih langgar prokes loh Ã°Å¸Ëœâ€š  dibatasi 50% ternyata tanpa kita sadari kita melebih aturan",Indonesia,
758,"matpel nya ga sesuai jadwal ptm bngst, jadi ngacak",Indonesia,
759,"gua mau nangisssss, males ngapa ngapain karna mendengar berita ptm 50% udah mana gt ulangan diundur muluuu gua sedih bgttt",Indonesia,
760,"@missufe Morningg makji, sedih bnget aku hari ini krna udh ga PTM lagi",Indonesia,
761,@Kdillust1218 Nda :(( gak tau sekolahku masih ptm ini,Indonesia,
762,ptm soalnya kelas gw lebih enak daripada kamar gwÃ°Å¸Ëœâ€œÃ°Å¸Ëœâ€œ https://t.co/neA9EeeiTj,Indonesia,
763,ptm setopp aja plis beresiko bangett,Indonesia,
764,"jangan lupa sarapan dan mandi pagi kalian.. semangat buat yg pjj/ptm, yg kuliah dan yg kerja!! Ã¢Å“Â¨Ã¢ÂÂ¤Ã¯Â¸Â",Indonesia,
765,@sukasusumilku Mangaatss nder semoga cpt balik PTM lagiu,Indonesia,
766,@taetaejungo semenjak ptm gue udh ga begadang,Indonesia,
767,@codesbans PJJ SJDBDJEJDIFJ sgt menyedihkan. km hri ini pjj apa ptm,Indonesia,
768,"gue udah 3 hari mulai ptm dan keinget gapernah ketemu crush gue padahal satu sekolah, kan gue juga pengen ketemu krass",Indonesia,
769,"@fadlizon Susah memahami jalan pikirannya. Memprediksi puncak wabah Covid-19 / Omicron bulan Februari, tetapi penerbangan internasional dibuka, keramaian dimall terjadi, tingkat hunian RS terjadi. PTM jalan terus ?",Indonesia,
770,"@rosie_ark OH MKSDNYA KU SUKA PTM, SKRG MAH AK PJJÃ°Å¸Ëœâ€",Indonesia,
771,Sedih bgttttt PTM terbatas lagi Ã°Å¸ËœÂ­,Indonesia,
772,WHWHAHAH YG LAIN PTM GW MALAH ONLINE LAGI https://t.co/nwXv58Wzsz,Indonesia,
773,"buat yg mikir buat ptm, mending jangan dulu deh. covid lgi serem bgt, sekola gua lockdown krn banyak yg positif, sekitar 10 an. keluarga gua juga kena, stay safe and healthy yaa sering sering vitamin ama makan yg sehat2, klo dingin dingin coba tunda dulu deh, klo sakit jgn panik",Indonesia,
774,"RT @schfess: sch! meski skrg lagi pjj, but i love ptm so much &lt;3 https://t.co/tlO0BPUtLq",Indonesia,
775,"@schfess ptm setengah aja dah, mau lulus bentar lagi soalnya",Indonesia,
776,"@jjnjaem aamiinn aamiin, males pjj mau ptm lagi aja Ã°Å¸Ëœâ€Ã°Å¸ËœÂ­",Indonesia,
777,WALAUPUNNNN pjj enak siee dirumah gt ga hrsss pake seragamm ga ribet deh TAPI PTM JUGA SERUUUUUU bangettttt,Indonesia,
778,gue kalo abis pjj lama terus masuk ptm lagi suka jadi males anjir,Indonesia,
779,"@convomf ptm enakk, bisa lebih akrab sama temen sekelas, trus ketawaÃ‚Â² bareng temen sekelas. Walaupun PJJ bisa sambil rebahan, tapi susah buat mengerti materi, jd ofc enak PTM",Indonesia,
780,"@dr_koko28 Disini nakes teriak2 covid naik, disisi lain PTM anak sekolah batal, disisi lain lg Mall, Tempat Kuliner, tempat hiburan, Pasar RAME. trus mau mu apa toh leee  ? Ã°Å¸Ëœâ€¦Ã°Å¸Ëœâ€¦Ã°Å¸Ëœâ€¦",Indonesia,
781,"gue gak ngebayangin ptm 50%
SOAL NYA ABSEN GUE JD GENAP AAAAAAA ANJGGG",Indonesia,
782,@hitudt kok keren masih ptm,Indonesia,
783,"@lljn00 masih ptm sih, tapi dengerÃ‚Â² katanya mau pjj lagi, tapi aku lebih suka pjj sih",Indonesia,
784,@schfess masih tpi gatau dah bsk kelanjutannya bsk masih ptm apa kagak,Indonesia,
785,"@subschfess pjj, soalnya kalo pjj tuh kaya fleksibel aja gitu waktunya. kalo ptm capek bgt asli bner bner gk kuatÃ¢Å“â€¹Ã°Å¸ÂÂ»Ã°Å¸Ëœâ€",Indonesia,
786,@fadlizon Anak sy kelas 3 SMA tahun ini di keluarkan oleh pihak sekolah karena memilih tidak mengikuti PTM .,Indonesia,
787,"@subschfess tim ptm, soalnya kl pjj kaya libur trs gurunya kl pjj suka ga kasih materi tar tiba"" uh kan sebel Ã°Å¸â„¢â€š",Indonesia,
788,Kok gua masih ptm aja ya,Indonesia,
789,@svnghoen ptm seru bisa bareng temennn pjj tugasnya makin bnykÃ°Å¸ËœÂ©Ã°Å¸ËœÂ©Ã°Å¸ËœÂ©,Indonesia,
790,"buat yang ptm, semangat ya",Indonesia,
791,@lovebysunoo terlanjur nyaman ptm meskipun pulang pulang encok,Indonesia,
792,@aik_arif Dah ada pilihan buat ortu utk PTM atau PJJ. https://t.co/p7aSBzXpKz,Indonesia,
793,yahhh masa nanti ptm nya 50% lgÃ°Å¸Ëœâ€,Indonesia,
794,"Pls PTM 50% jgn sampe pake absen ganjil genap, mending 1-18 aja shshsjdjd",Indonesia,
795,Ya allah ga mau ptm,Indonesia,
796,beneran ptm 50%,Indonesia,
797,"@otnayramitsme Di beberapa sudah ngga ptm lg, tp ditempatku masih ptm bang. Apalagi anak SD buset jajan berkerumun :((",Indonesia,
798,"@Iwannawin0 Semangaatt nderr, semoga cpt balik PTM lagii",Indonesia,
799,"jusat aneh banget, kenapa yg ptm tuh gak anak kelas 12 aja soalnya mereka sibuk",Indonesia,
800,"@zpaduka pjj niss, gajadi ptm gegara c word lagi naikÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸â€™â€",Indonesia,
801,anjinglah masa udah ptm 100% masih dikasih tugas di gcr,Indonesia,
802,"@zarazettirazr Katanya tak begejala/bergejala ringan, trus PTM di DKI tetap dilanjutkan, trus kalo ngerasa sakit segera PCR, nah siapa yg diuntungkan dari situasi seperti itu?  ..",Indonesia,
803,"@nanamibbygurl Pagi, enak banget yang ptm",Indonesia,
804,"@Catatan_ali7 td udah sy contohkan kalo ptm ditutup masihlah bs org cari uang tp kl cafe yg ditutup kan gk ada omset dia, trus karyawannya gk kerja dan pajak pun pasti berhenti, itu mungkin yg terjadi menurut saya lho ya dan salah satu contoh pertimbangannya, mungkin kl mau jelas tanya pak Gub",Indonesia,
805,@mattchafrrape Iyaa dia mager ptm karena nggak punya temen wkwk,Indonesia,
806,pgn cepet cepet ptm Ã Â²Â¥_Ã Â²Â¥,Indonesia,
807,"Kampus aing gk jadi ptm tapi bulan feb aja, sekalian online aja krn disini juga kasus lagi naik. Sekolah SMA aing udh kena :"")",Indonesia,
808,"@yuwantino12 @CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans yaudah kalo ptm 100% masih jalan sekalian cabut status pendemi, biarin rakyat hidup bebas .. ini malah gak jelas bulan desember brita covid terkendali ehh skrng naik lagi .. covid covid tai kucing !!",Indonesia,
809,"AAAAA TIDAKKK, PTM NYA 50% LAGIII",Indonesia,
810,"RT @Catatan_ali7: @Dj_Bams74 Kalau pertimbanganya sektor ekonomi

Ya pendidikan juga ada pertimbangan nya seperti yg ditulis dalam berita tÃ¢â‚¬Â¦",Indonesia,
811,"PTM boleh, mudik ngga boleh. Awas aja lu yak Ã°Å¸Â¥Âº",Indonesia,
812,IYA duh takut bgt mana senin mau ptm Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ smoga pjj dulu ajadeh ngeri https://t.co/f6VRMWi6kQ,Indonesia,
813,@heavensbeeeee @schfess BARU SADAR KOK PJJ SIH GOBLOK HARUSNYA PTM,Indonesia,
814,udah bener ptm malah daring lagi ngentot,Indonesia,
815,udah seneng2 ptm 100% eh pjj,Indonesia,
816,"@seokjyniee ptm, ihh enak bangett",Indonesia,
817,ni kalian jd pjj smpe seterusnya kah? knp gw cuma harini aja ya pjj senen balik ptm,Indonesia,
818,"@yonk_lucu Aminn bgt kalo pjj ini mah, serem bgt kalo liat tl tu banyak yg + pas ptmÃ°Å¸ËœÂ©",Indonesia,
819,"@aishairwn Gk bget dah, udh enakan ptmÃ°Å¸Ëœâ€Ã¢ËœÂ",Indonesia,
820,yuk ptm lagii,Indonesia,
821,"RT @samsularifinnnn: Bagi perusahaan yg menerapkan test &amp; tracing dgn  baik.. disaat prokes yg kendoorrrr, PTM 100% ini sgt2 mempengaruhi pÃ¢â‚¬Â¦",Indonesia,
822,"RT @ItsMe_RBH: Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ sepertiÃ¢â‚¬Â¦",Indonesia,
823,cian bgt yg daring lg :( alhamdulillah aku msh ptm hihi,Indonesia,
824,iri iri iri sama yang masih ptm,Indonesia,
825,Udah nyaman PTM eh daring lagi,Indonesia,Positif
826,gila kasus harian cvd naik bgt... minggu depan uda ptm k4mpusÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ duh muk tenggelam ajjjj https://t.co/zjD9OpFQML,Indonesia,
827,"@schfess Sorry but gue lebi suka ptm, gpp de hybrid yg penting ptm, bcs mk gue 90% praktek Ã°Å¸ËœËœÃ°Å¸ËœËœÃ°Å¸ËœËœ",Indonesia,
828,SEKOLAH GW MASI PTM ANJJJ LAGI NAIK KOK NEKAT BANGET SIH SEKUL GW https://t.co/ASwlXDxmbH,Indonesia,
829,@hnurwahid @aniesbaswedan Kalau benar omicron SANGAT BDRBAHAYA dan ada yang ditolak permohonan penghentian PTM nya.. maka yang menolak telah melakukan perencanaan pembunuhan kepada anak sekolah dan para pendidiknya. Kira2 begitu pendapat saya,Indonesia,
830,minggu depan sekolah ku ptm 50% yess,Indonesia,
831,"@subschfess Ptm, gue selalu kehilangan semangat belajar kalo pjj, kalo di sekolah kan bisa sambil ngobrol atau diskusi sama temen,  materi juga jadi lebih ngerti",Indonesia,
832,"@schfess klo selama masuk ptm lu ga jaga prokes yes lu salah tp klo udh pake masker jaga jarak tp ttp kena ofc it's not ur fault, ibu2 emg mulutny kek anjing nder, anggep aja anjing menggonggong atau angin lewat, smangat senderr",Indonesia,
833,"@youngtaelvity kalo aku ptm 50% kaa, hari ini doang yang bdr sama rabu itujuga kao rabu setengah hari di sekolah trus siangnya bdr deh",Indonesia,
834,kalian yg udah ptm kalian lebih suka online apa offline guysÃ°Å¸ËœÂ­,Indonesia,
835," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",Indonesia,
836,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",Indonesia,
837,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",Indonesia,
838,"punya sekolah maksa bgt ptm, tapi mau aman",Indonesia,
839,ih males banget sekolah gue PTM 50% lagii,Indonesia,
840,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",Indonesia,
841,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,Indonesia,
842,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",Indonesia,
843,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,Indonesia,
844,@kyoongpi06 @Askrlfess Iya padahal enak ptm,Indonesia,
845,@hahahawibu Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ gue udah ptm dari januari eh skrg pjj lagi sdih,Indonesia,
846,"bokap w bisa curiga kalo sekolah cuma 2 jam doang Ã°Å¸ËœÆ’ btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",Indonesia,
