,tweet,clean_text
813,"@FarelrahmanOff2 Jujur iyaaa, ptm ga tau kenapa tugasnya 2x lipat lebih banyak ðŸ˜­ðŸ˜­ðŸ˜­",jujur iyaa ptm tau tugasnya lipat lebih banyak
814,khusus pljrn hri ini maunya pjj hhh malah ptm,khusus pelajaran maunya pjj haha malah ptm
815,"@jawapos DPRnya WFH
Pelajarnya PTM
Gimana nih LBP
Siswa boleh RIP, DPR jangan
Hasyeeeem tenan",dpr wfh pelajarnya ptm lbp siswa boleh rip dpr jangan hasyeeeem tenan
816,"RT @_riverheaven: GUBERNUR MBALELO

Saat daerah lain menghentikan PTM, DKI maksa jalan terus. Gubernur ngeyel nanti tinggal lempar masalahâ€¦",gubernur mbalelo daerah lain menghentikan ptm dki maksa jalan gubernur ngeyel nanti tinggal lempar masalah
817,"@zarazettirazr Rupanya bs ya.

Tp kok permohonan @aniesbaswedan tuk stop PTM di sekolah2, tdk diberi ijin oleh the real president.",rupanya permohonan stop ptm sekolah diberi ijin oleh real presiden
818,"03.02.'22ðŸ¦
Hari ini belajar PTM seruuu, soalnya ada materi debat dan sempet jamkos juga sksks. Wish me luck, besok PH Math ðŸ˜”ðŸ‘ https://t.co/PTE2ltBu0u",belajar ptm seru soalnya ada materi debat sempat jam kosong wkwk wish luck besok ph mat
819,"@subschfess pjj, karna kalo ptm sama aja ga banyak dijelasin materi jd bingung &amp; kalo ptm, pulang sekolah mau belajar rasanya capek. tp kl pjj, aku bs lebih produktif",pjj karena kalau ptm sama aja banyak dijelasin materi jadi bingung kalau ptm pulang sekolah mau belajar rasanya capek kalau pjj aku lebih produktif
820,"@convomf masih ptm 100%. alhamdulilah kotaku masih level 1. kalau udah masuk level 2, ya otomatis balik ptm 50% U____U",ptm alhamdulilah kota level kalau sudah masuk level otomatis balik ptm
821,gamau daring pls ðŸ˜¢ðŸ˜¢ðŸ˜¢ ptm 50% aja ðŸ˜«ðŸ˜«ðŸ˜«ðŸ˜«,gamau daring pls ptm aja
822,nih yh walau kadang anak kelas ngeselin tp kalo ptm 100% seru,yh walau kadang anak kelas ngeselin kalau ptm seru
823,"@warriorReborn_ Makanya opung luhut ttp mau PTM ya apa pun yg terjadi takut di Gitmo kan ? ðŸ¤­ðŸ˜
Cuma2 antek2 wakanda sialan msh kekeuh png covid berjilid2...ðŸ˜¡ðŸ‘¹",makanya opung luhut tetap mau ptm terjadi takut gitmo cuma antek wakanda sialan msh kekeuh png covid berjilid
824,sama aja. Beneran penyebarannya tetep ga terkontrol. Mau PTM atau PJJ juga sama aja. Sekalipun lu di rumah aja juga sama aja. Beneran sama aja. Out of nowhere lu bisa aja terpapar. Bahkan vaksin pun cuma meringankan gejala dan sama sekali ga bisa melindungi elu. Belum lagi-,sama aja beneran penyebarannya tetap terkontrol mau ptm pjj sama aja sekalipun rumah aja sama aja beneran sama aja nowhere aja terpapar vaksin cuma meringankan gejala sama sekali melindungi elu belum lagi
825,"@dimas_skeptis @Rega84409356 @fadlizon Kalau @yunartowijaya punya anak usia sekolah dan dia tidak ingin PTM, bijimana ?",skeptis kalau punya anak usia sekolah ptm
826,"@schfess Nope, ptm 1000x lebih baik dripd pjj. Yg prokes aja jgn kendorðŸ˜Œ",nope ptm lebih baik pjj prokes aja jangan kendor
827,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa haâ€¦",dpr saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib ptm belum dicabut ha
828,"@fadlizon Masalahnya yang mengajukan PTM itu Anies B, sehingga harus dilawan.",masalahnya mengajukan ptm anies sehingga dilawan
829,"@SyaifulHooda Ijin kang, PTM dievaluasi iya, tapi kontek penanganan covid disekolah juga kalau bisa harus ada anggaran khusus dari pemerintah. Jangan sampai sekolah kecil khususnya malah disibukan untuk memenuhi sarana pencegahan covid, dan hal yang lain seperti atk, kuota terabaikan",ijin ptm dievaluasi iya kontek penanganan covid disekolah kalau ada anggaran khusus dari pemerintah jangan sampai sekolah kecil khususnya malah disibukan memenuhi sarana pencegahan covid lain seperti atk kuota terabaikan
830,@jejje113 klo SMA seruan ptm klo kuliah mendingan online sih soalnya aku blm pernah kuliah tatap mukaðŸ™ƒ,kalau sma seruan ptm kalau kuliah mendingan online soalnya aku belum kuliah tatap muka
831,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",aneh ketika covid sedang tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan
832,"ptm gini jd keliatan ansosnya, tp kalo sok friendly jd aneh. hdeh",ptm jadi keliatan anti sosial kalau sok friendly jadi aneh hadeh
833,"RT @_riverheaven: GUBERNUR MBALELO

Saat daerah lain menghentikan PTM, DKI maksa jalan terus. Gubernur ngeyel nanti tinggal lempar masalahâ€¦",riverheaven gubernur mbalelo daerah lain menghentikan ptm dki maksa jalan gubernur ngeyel nanti tinggal lempar masalah
834,"walaupun pjj ga efektif, gw masih takut buat ptm krn case covid lg naikðŸ¤§",walaupun pjj efektif gue takut buat ptm karena case covid lagi naik
835,"Kenapa siihhhðŸ˜­ðŸ˜­ðŸ˜­
Asli dah seneng ptm cuy, kesian maba di kampusku udah pada ngekos eh gak jadi kan mana udh pada ngerantauðŸ˜­ðŸ˜­ https://t.co/H8lUcUyMJs",asli dah seneng ptm cuy kesian mahasiswa kampusku sudah ngekos eh jadi sudah ngerantau
836,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mosâ€¦",sep ada sekolah bekasi ptm ditutup pemerintah tetap masuk usah pakai seragam tetap ptm karena mos
837,@satriohendri Mungkin saatnya para orangtua 100 persen mendukung menolak PTM di jkt....,mungkin saatnya para orangtua persen mendukung menolak ptm jkt
838,"@fadlizon Kritik yg membangun,  kata yg sealiran,  kritikmu membingungkan kata yg orang berfikir,  . Kritik mu tolol kata rakyat kayak saya,  karna menurut saya PTM di lanjutkan atau di hentikan,  kamu lebih tau..... Dn solosimu apa sebagai wakil rakyat.?????",kritik membangun kata sealiran kritikmu membingungkan kata berfikir kritik tolol kata rakyat kayak saya karena menurut saya ptm lanjutkan hentikan lebih tau solusi sebagai wakil rakyat
839,@Beritasatu Hari ini yg covid bertambah 27ribuan...udah bahaya ni..smentara PTM dki masih jln terus ..gimana ini pak?,covid bertambah ribuan sudah bahaya sementara ptm dki jalan
840,"Gamau pjjðŸ˜­ cape tau pjj,enakan ptm. Ya ga? Tapi ya gimana lagi...mau ga mau harus dilakuin:) kata gue si stay strong,stay safe,stay healthy,stay with me.",gamau pjj cape tau pjj enakan ptm lagi mau mau dilakuin kata gue stay strong stay safe stay healthy stay
841,"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah aâ€¦",dzalim luhut anak saya sd dipaksa ptm tua dikasi pilihan pjj sudah
842,"PTM di tutup ? Mndingan klo sekolahnya mewah dng kualitas gurunya yg bagus,daring hanya menimbulkan kebodohan.@Itjen_Kemdikbud @kemenpendidikan @pusdatin_dikbud @jokowi @ridwankamil @KemenkesRI",ptm tutup mendingan kalau sekolahnya mewah kualitas gurunya bagus daring menimbulkan kebodohan kemdikbud dikbud
843,"pas sebelum pandemi-ptm 50% iya, kaya sering bgt dibangunin sm gurunya karna ketiduran jasjahhag malu sumpahhh tp anehnya pas ptm full belum pernah ketiduran?? padhal tidur malemnya jam 23++ smoga aja ga pernahh lg https://t.co/REdygr3F9m",sebelum pandemi ptm iya kaya sering banget dibangunin sama gurunya karena ketiduran jasjahhag malu sumpah anehnya ptm full belum pernah ketiduran tidur malemnya jam semoga aja pernah lagi
844,@schfess klo blm ada kabar berati masih ptm keknya,kalau belum ada kabar berarti ptm kayaknya
845,"@schfess minimal ptm 50% kek pas dulu. jadi kalo mau pjj ya pjj, mau ptm tinggal dateng ke sekolah.

gue mau pinter masalahnya nder trims",minimal ptm kayak jadi kalau mau pjj pjj mau ptm tinggal dateng sekolah gue mau pinter masalahnya nder trims
846,"@dimas_skeptis @Rega84409356 @fadlizon Sudahlah teori pembelaan elu gak masuk akal .. jangan sok membenarkan Salah satu kalo dasar membenci yg satunya...!

Logika akal sehat aja.. atau jangan2 elu gak punya anak???

Atau pun kalau punya gak merasa sayang kalo anak elu terpalar gara2 PTM di sekolahnya.????",skeptis sudahlah teori pembelaan masuk akal jangan sok membenarkan salah kalau dasar membenci logika akal sehat aja jangan punya anak kalau punya merasa sayang kalau anak terpalar gara ptm sekolahnya
847,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anaknyâ€¦",setuju ptm ditunda sampai penularan memang terjadi disekolahini terjadi kerabat kamianakny
848,"sch! ada yang sekolahnya baru beberapa minggu ptm 100% habis itu pjj lagi? ðŸ˜“

âœ„ãƒ»ãƒ»ãƒ»
ðŸ§ Trivia: Banjarmasin bermula dari sebuah perkampungan dataran rendah bernama ""Banjarmasih""",sch ada sekolahnya beberapa ptm habis pjj lagi trivia banjarmasin bermula dari sebuah perkampungan dataran rendah bernama banjarmasih
849,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya kaâ€¦",demen pjj dah wkwk iya gue tau emg situasi memungkinkan banget buat ptm
850,"@schfess halah mau pjj alasannya want to still alive tapi tetep keluyuran jalan sana sini sama ga taat ya sama aja bohong. mending ptm ðŸ˜

gue tetep tim ptm si. gue bisa2 beneran goblok kalo pjj anjing. materi ga masuk otak semua kalo pjj.",halah mau pjj alasannya want still alive tetap keluyuran jalan sama taat sama aja bohong mending ptm gue tetap tim ptm gue beneran goblok kalau pjj anjing materi masuk otak semua kalau pjj
851,"RT @llyicheee: @schfess @caarebonara PTM FULL GAADA POTONGAN GAADA NEGO GAADA APAPUN ALASANNN, STRES GUE",ptm full gaada potongan gaada nego gaada alasan stress gue
852,"RT @hazbyihsany: @Mdy_Asmara1701 Salah Pak Anies.

Kalau Pak Anies ingin PTM distop, mintalah sebaliknya, PTM jangan distop. Maka Luhut akaâ€¦",salah anies kalau anies ptm distop mintalah sebaliknya ptm jangan distop maka luhut aja
853,"@subschfess Kadang suka aneh sih, kalau PJJ pengen ptm tapi kalau udh ptm maunya PJJ wkwkwk",kadang suka aneh kalau pjj pengen ptm kalau sudah ptm maunya pjj wkwk
854,@libidibidibdib males ptm gmn ni by ðŸ˜­ðŸ˜­ðŸ˜”,males ptm by
855,"Penolakan spertx alasan dibuat2. Pdhl @aniesbaswedan ingin lindugi generasi.

SMG tdk ada niat benturkan Gub dg warga aplg beri ruang bg buzzeRp dmedsos tuk fitnah, ccmaki, bangun kbencian k Anies

Cm ingat pilkada, dukung n datangi rmh yai dm apa n siapa

https://t.co/crVAId21AJ",penolakan sepertnya alasan dibuat lindugi generasi semoga ada niat benturkan gub warga aplg beri ruang bagi buzzerp media sosial fitnah caci maki bangun kebencian anies cuma ingat pilkada dukung datangi rumah yaa
856,@subschfess Both sih.. sometimes pjj gue butuhin kalo lagi cape dan sibuk gitu. Kalo ptm buat ngilangin stres di rumah karena bisa ketemu ayangðŸ˜,sometimes pjj gue butuhin kalau lagi cape sibuk kalau ptm buat ngilangin stress rumah karena ketemu sayang
857,"ni harus ijin g nentorin dulu, flu berat, batuk berdahak eyy, ntar murid yg ada ketularan, mana masih ptm disini",ijin mentor flu berat batuk berdahak hey bentar murid ada ketularan ptm
858,@subschfess kemaren sih pengennya ptm terus aja tapi liat kondisi kayak gini mending pjj deh. blm siap mati gue blm tobat banyak yg belum gue lakukan jg plz,kemarin pengennya ptm aja liat kondisi kayak mending pjj deh belum siap mati gue belum tobat banyak belum gue lakukan pls
859,ptm 50% gajelas anj,ptm gajelas anjing
860,"Cape banget astaga, baru juga PTM sebulan udah daring lagi, ni jatuhnya gua jadi lulusan corona jilid 3 nih.",cape banget astaga ptm sudah daring lagi jatuhnya gua jadi lulusan corona jilid
861,"@schfess mending distop apa kena covid hayooo

tau tau aj si ni covid lg tinggi, bnrn apa ni org2 mau paksain PTM juga??",mending distop kena covid hayo tau tau aja covid lagi tinggi beneran mau paksain ptm
862,@schfess PTM GANJIL GENAP AJA!1!1!,ptm ganjil genap aja
863,"@fahiraidris @rmol_id Bun, menurut sy yang dievaluasi bukan PTM nya. Tp pemda dan pusat hrs akur utk menegur keras klo ada pejabat atau publik figur yg melakukan kegiatan publik melanggar prokes. Mereka yg menyebar virus, peserta didik dan sekolah dijadikan kambing hitam dianggap sbg cluster virus :(",bunda menurut saya dievaluasi bukan ptm pemda pusat akur menegur keras kalau ada pejabat publik figur melakukan kegiatan publik melanggar prokes menyebar virus peserta didik sekolah dijadikan kambing hitam dianggap cluster virus
864,"@subschfess ptm, lu bisa explore atau dapat pengalaman baru yang mungkin tidak sengaja lu dapatkan ketika lu bersoalisasi, lu datang ke kampus/sekolah, lu bisa lebih hidup dengan tidak di dalam rumah terus menerus, yang ada stress pjj terus (di sebagian orang)",ptm explore dapat pengalaman mungkin sengaja dapatkan bersoalisasi datang kampus sekolah lebih hidup dalam rumah menerus ada stress pjj sebagian
865,"sch! junior, teman sepantaran, teman sekelas sender udah banyak yang positif tapi sekolah masih ptm ðŸ˜ŽðŸ¤Ÿ",sch junior teman sepantaran teman sekelas sender sudah banyak positif sekolah ptm
866,"gapengen ptm gara gara takut ulangan, tapi kalo pjj gue kagak dpet duit.. kan lumayan sehari 20k ðŸ«‚ðŸ«‚",gapengen ptm gara gara takut ulangan kalau pjj gue dapet duit lumayan
867,"Saya suka ptm, asal gada mapel ekonomi",saya suka ptm asal gaada mata pelajaran ekonomi
868,"@subschfess PTM, materi lebih jelas, gw klo pjj suka ketiduran wkwk, trs kalo ptm dapet uang jajan ^^",ptm materi lebih jelas gue kalau pjj suka ketiduran wkwk kalau ptm dapet uang jajan
869,"@jyszaa @schfess Kalo ptm kumpul dalem ruangan sama banyak orang kak. Seperti sender, i wanna still aliveðŸ¥²ðŸ™ðŸ»",kalau ptm kumpul dalem ruangan sama banyak seperti sender wan still alive
870,"SchApp! aku tiap ptm rasanya capekk bgt, pas sampe rumah jadi emosian, suka bentak, itu beneran ga sengaja rasanya kek keluar begitu aja dari muluttt, sulit ngontrolnyaa, harus gimana:(",aku tiap ptm rasanya capek banget sampai rumah jadi emosi suka bentak beneran sengaja rasanya kayak keluar begitu aja dari mulut sulit ngontrolnya
871,"RT @aprlndh: @schfess sesuai dugaan gue, kenapa 100% sih, mendingan 25% gitu supaya dapet aja ptm, kita anak smk susah jadinya mana banyakaâ€¦",sesuai dugaan gue mendingan supaya dapet aja ptm anak smk susah jadinya banyak
872,"sejujurnya ptm lebih mantap, daripada pjj. but my brain can't compare.",sejujurnya ptm lebih mantap pjj brain cant compare
873,PTM 50% ? KENAPA GA DI PJJ IN SMUA SI BUKKK CPEK NIHHH MSALAHNY NO ABSEN GW 1-20 EEK MMF MAK NAMA KU KNP HARUS DEPANNYA A ?,ptm pjj semua capek masalahnya absen gue eek mmf nama depannya
874,"coba aja aku ga ptm, ga akan aku rela begadang gini ðŸ’” https://t.co/jqWexw9nxE",coba aja aku ptm aku rela begadang
875,@synnn0o0 iyaa kelas gue maennya begitu wkwk.. sekalinya ada masalah sama mereka busett ga nyaman dah sekolah PTM wkwk,iyaa kelas gue mainnya begitu wkwk sekalinya ada masalah sama buset nyaman dah sekolah ptm wkwk
876,"sch! AH GA ASIK BESOK GA PTM, ga ketemu ayangðŸ˜­ðŸ˜­ðŸ˜­ mana di sekolahku ga pernah zoom/g.meet lagi. ga dapet uang jajan juga hiksss",sch ah asik besok ptm ketemu sayang sekolahku pernah zoom meet lagi dapet uang jajan hiks
877,"RT @HollandGurls: @schfess Sebenarnya mah klo gada kasus meninggal yaa terobos aj sih PTM, org klo di PJJ juga pada keluyuran main sana sinâ€¦",sebenarnya mah kalau kasus meninggal yaa terobos aja ptm kalau pjj keluyuran main
878,"@schfess ptm full kek 50% kek yg penting ptm pak yaAllah saya mau ukom gaada bekel apa apa, takut bgt",ptm full kayak kayak penting ptm allah saya mau ukom bekal takut banget
879,"Tolong pemerintah kalau ga msu stop PTM keluarkan edaran biarkan kami ortu memilih atau boleh memilih PJJ  untuk anak kami biar kami tenang pa. Jangan dianggak reneh covid ini krn angka kematian belum bnyk 1 nyawa berharga,",tolong pemerintah kalau mau stop ptm keluarkan edaran biarkan tua memilih boleh memilih pjj anak biar tenang jangan dianggap remeh covid karena angka kematian belum banyak nyawa berharga
880,"Aku rencana kl ptm 50% mau aku pake penilaian harian sama bahas soal+review materi aja, tgl 7 maret udah pts ðŸ™‚",aku rencana kalau ptm mau aku pakai penilaian harian sama bahas soal review materi aja tanggal maret sudah pts
881,"Enaknya PJJ gue bisa maraton film doang, sisanya flopped. Enaknya PTM gue dapet duit, sisanya flopped.",enaknya pjj gue maraton film doang sisanya flopped enaknya ptm gue dapet duit sisanya flopped
882,"sch! sedih banget besok sekolah sender ptm nya 50% lagi ðŸ˜­ðŸ˜­ðŸ˜­ tapi kalau keadaannya kaya gini juga yaa mau gimana lagi, tapi sedih banget jujur ðŸ˜­",sch sedih banget besok sekolah sender ptm lagi kalau keadaannya kaya yaa mau lagi sedih banget jujur
883,"Dilema sih ! 
Anak anak sudah di vaksin lalu di khawatirkan terjangkit virus ,sehingga PTM dikhawatirkan ðŸ¤— very Nice 
Masalahnya buat apa Vaksin kalo anak anak tetep harus dirumah jadi individualis dan Ansos ðŸ¤”ðŸ’­
Sekolah itu tempat bersosialisasi,mencari teman sebanyak bnknya ðŸ¤— https://t.co/LHy2DHhJkx",dilema anak anak sudah vaksin lalu khawatirkan terjangkit virus sehingga ptm dikhawatirkan nice masalahnya buat vaksin kalau anak anak tetap dirumah jadi individualis anti sosial sekolah tempat bersosialisasi mencari teman sebanyak banyaknya
884,Sch! Ada ga yg sekolahnya ada yg positif tpi tetep ngotot ptm? https://t.co/l7KXE59Saj,sch ada sekolahnya ada positif tetap ngotot ptm
885,sedih bgt ga si jd angkatan 23 sekolah baru sma baru temen baru tp bru ptm tahun ini jd bru kenal mrk tahun ini itupun cmn sekedar nyapa doank,sedih banget jadi angkatan sekolah sma temen ptm jadi kenal cuma sekedar nyapa doank
886,"RT @pinterpolitik: Wih, jadi perlu stop PTM atau nggak nih dengan kondisi saat ini? #politik #pinterpolitik #infografis 
https://t.co/IK9VSâ€¦",wah jadi perlu stop ptm kondisi
887,"@subschfess Ptm, karna kalo pjj cuma dikasi tugas tapi jarang diterangin, truss kalo uh gitu ga fair",ptm karena kalau pjj cuma dikasi tugas jarang diterangin kalau uh fair
888,"RT @firman__nurhuda: Dari sini kita tau , bahwa Pemerintah mana yang ingin mencegah Penyebaran Covid-19 Lewat PTM.

Koordinator PPKM Jawa-Bâ€¦",dari tau bahwa pemerintah mencegah penyebaran covid lewat ptm koordinator ppkm jawab
889,"gue netral aja dah, pjj atau ptm issokeh. kalo level exhausting sama produktivitas nya si ptm, kalo pjj gk ada capek tapi produktivitas menurun banget",gue netral aja dah pjj ptm issokeh kalau level exhausting sama produktivitas ptm kalau pjj ada capek produktivitas menurun banget
890,"RT @l0eydust: bisa ga si nge mute mf or twt yg mengandung covid gini sama ptm pjj gini, gue bosen asu",mute mengandung covid sama ptm pjj gue bosen asu
891,RT @casualwons: pjj kalau lu pada masih keluyuran gak jelas sama aja anjing bilang apa bedanya sama ptm? bilang aja kalau lu pada gak mau bâ€¦,pjj kalau keluyuran jelas sama aja anjing bedanya sama ptm aja kalau mau
892,@schfess setuju. jujur gue ptm ketar ketir sendiri kalo kondisinya bgini ðŸ™ðŸ»,setuju jujur gue ptm ketar ketir sendiri kalau kondisinya begini
893,"@CNNIndonesia Kalau PTM harus 100% coba cek kantor dia 100% gak? Cek sekolah punya anaknya 100% gak? Kalau gak jangan maksa... emangnya waktu sakit semua biaya ditanggung? Orang disuruh isoman, nafkah selama sakit gak ditanggung",kalau ptm coba cek kantor cek sekolah punya anaknya kalau jangan maksa emangnya sakit semua biaya ditanggung disuruh isoman nafkah selama sakit ditanggung
894,@inojein kirain masi ptm huhuu,kirain ptm huhu
895,aaa pgn nangid kalo inget pas ptm kemaren:( mereka yg terlalu baik apa gmn sii kangen temen2ðŸ˜­ðŸ˜­,aaa pengen nangis kalau inget ptm kemarin terlalu baik kangen temen
896,"@yuwantino12 @CNNIndonesia Ga boleh minta PJJ di sekolah anak saya, di jakarta itu hrs PTM 100%...bukan masalah levelnya,tapi masalah penyebarannya itu, jakarta lagi tinggi aka,ttp maksain masuk 100%",boleh minta pjj sekolah anak saya jakarta ptm bukan masalah levelnya masalah penyebarannya jakarta lagi tinggi tetap maksain masuk
897,"RT @nasipakde: @taktekbum ada sebuah sekolah, banyak yg bergejala tp gak mau ditest dan tracing. pas diintervensi orang luar, terbukti adaâ€¦",ada sebuah sekolah banyak bergejala mau ditest tracing diintervensi terbukti ada
898,tidak memanfaatkan ptm 100% dgn sebaik baiknya dan akhirnya skrg balek ke 50% lg:) ðŸ’”,memanfaatkan ptm sebaik baiknya akhirnya sekarang balik lagi
899,"""gue capek bgt klo ptm"" ""lo emg gatakut kena covid apa kl ptm trus?"" pdhl yg ngomong ngemall &amp; jalan2 mulu",gue capek banget kalau ptm emg gatakut kena covid kalau ptm ngomong ngemall jalan mulu
900,"ðŸ’™ mohon pencerahannya karna aku udah cape banget sebenernya kaya gini terus. oiya, dulu sempet udah ngerasa move on eh pas ptm jadi gamon lagi sekarang https://t.co/iES1olUS1T",mohon pencerahannya karena aku sudah cape banget sebenernya kaya iya sempat sudah ngerasa move eh ptm jadi lagi sekarang
901,"Waduh, klo gk ada PTM, nanti pas puasa dan lebaran, kasus covidnya turun, gk bisa larang umat muslim ibadah jamaah deh ðŸ˜¢ðŸ¤­ https://t.co/FQ6yeQEiQo",waduh kalau ada ptm nanti puasa lebaran kasus covidnya turun larang umat muslim ibadah jamaah deh
902,"@somay52 @Mdy_Asmara1701 sepemikiran kita.., PTM aja dulu ntar klo dah banyak yg kena..bru tuh PPKM, ya sekitar bulan Maret April Mei lahh, poko nya bulan Puasa sama Lebaran gitu..hadeehh",sepemikiran ptm aja bentar kalau dah banyak kena ppkm sekitar maret april mei puasa sama lebaran hadeh
903,"@Rega84409356 @fadlizon Salah satu alasan tidak PTM adalah agar anak kalau tertular tidak bawa virus ke rumah.
Lha, kan orang tuanya sudah vaksin 

Lagipula sesekali lihatlah di mall dan town square.
Di resto dan kafe banyak bapakÂ² dan ibuÂ² muda kongkow hahahihi sambil ngemil

Ironi yg pahit sekali",salah alasan ptm adalah agar anak kalau tertular bawa virus rumah tuanya sudah vaksin lagipu sesekali lihatlah mall town square resto kafe banyak muda kongkow haha hihi sambil ngemil ironi pahit sekali
904,YaAllah ptmt ke gausah ptm 100 persen,allah ptmt gausah ptm persen
905,RT @ProfesorZubairi: Realitas: kasus kematian Covid-19 meningkat 58% dalam sepekan. Per hari ini bahkan ada 38 kematian. Terlalu dini bagiâ€¦,realitas kasus kematian covid meningkat dalam sepekan per ada kematian terlalu dini bagi
906,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa haâ€¦",dpr saja sudah melakukan pembatasan aktivitas kebijakan sekolah wajib ptm belum dicabut
907,"@subschfess ptm. materinya lebih masuk, kalo ada apa apa bisa nanya lngsung ke temen ga perlu lama nunggu bales chat, lebih fokus, gerak seharian ga di depan laptop trs, seru bisa main sama temen temen.",ptm materinya lebih masuk kalau ada nanya langsung temen perlu lama nunggu bales chat lebih fokus gerak laptop seru main sama temen temen
908,"jgn sampe sekolah gue balik pjj lagi, gue uda nyaman ptm anjirrrr. soalnya klo di sekolah ak bs ktwa ktwi dgn bebas",jangan sampai sekolah gue balik pjj lagi gue sudah nyaman ptm anjir soalnya kalau sekolah aku ketawa ketiwi bebas
909," @aik_arif Mas @aniesbaswedan kalau memang sangat diperlukan PTM dihentikan sementara, ya ambil tanggung jawab saja hentikan sementara PTM, yg penting anak-anak terlindungi. https://t.co/M9QSe6HQ44",mas kalau memang sangat diperlukan ptm dihentikan sementara ambil tanggung jawab saja hentikan sementara ptm penting anak anak terlindungi
910,@tercaur wah aku masih ptm sih gak tau nih gimana masih simpang siur,wah aku ptm tau simpang siur
911,"@jisungstroids jangan, kelamaan mending suruh sekolah ptm persesiðŸ˜—ðŸ¤ŒðŸ»",jangan kelamaan mending suruh sekolah ptm persesi
912,"@fadlizon PTM distop bnyk yg berisik protes
PTM dilanjut bnyk yg berisik protes
oh, ada apa dengan idn ku?",ptm distop banyak berisik protes ptm dilanjut banyak berisik protes oh ada
913,klo bisa ptm nya di hentikan smpe ulangan kenaikan/kelulusan ya plzz ðŸ™ðŸ½,kalau ptm hentikan sampai ulangan kenaikan kelulusan plis
914,PENGEN PTM YA ALLAH BIAR NABUNGNYA LANCARðŸ˜­ðŸ˜­,pengen ptm allah biar nabungnya lancar
915,"@dimas_skeptis @fadlizon Ketika org dewasa aj yg sudh lbih pham dan logikanya lebih jaln ambil kputusan ini, knp malah anak2 sekolah diminta tetap PTM? Demi apa? gk tau juga sih..mngkin trkait dgn type imunitas yg loe bilang.. https://t.co/k8Vjd1vRZx",ketika dewasa aja sudah lebih paham logikanya lebih jalan ambil keputusanmalah anak sekolah diminta tetap ptm tau mungkin terkait tipe imunitas
916,giliran pjj mintanya ptm..giliran udah di kasih ptm 100% malah minta pjj..dahla ga ngerti lagi,giliran pjj mintanya ptm giliran sudah kasih ptm malah minta pjj dahlah ngerti lagi
917,ahahha inget pernah nulis ini di notes! karna awal ptm blm ada temen deket jadi nervous bgtt disuruh perkenalan ulangðŸ˜¢ @dipadipret ily!ðŸ’ https://t.co/gFTSt40Lmf,haha inget pernah nulis notes karena awal ptm belum ada temen deket jadi nervous banget disuruh perkenalan ulang love
918,"@convomf ptm 50%, yok mangats yok",ptm yuk semangat yuk
919,"@fadlizon Mungkin kah sengaja dipaksakan PTM agar tercapai angka sebaran covid yg ditargetkan sehingga cukup alasan utk menutup dan membatasi semua aktivitas saat Ramadhan dan Idul Fitri ?
#SekedarTanya",mungkin sengaja dipaksakan ptm agar tercapai angka sebaran covid ditargetkan sehingga cukup alasan menutup membatasi semua aktivitas ramadhan idul fitri
920,masih ptm syukur walau udah mulai dibagi *emot sedih* https://t.co/3j9Z3TGbap,ptm syukur walau sudah mulai dibagi emot sedih
921,"kasian 2 Adek gua. Yg tadi nya Senin besok PTM full, eh malah daring lagi..
Alhamdulillah SPP dapet potongan lagi 10% xixixi [Mak w cakap macam tuu]",kasian adek gua besok ptm full eh malah daring lagi alhamdulillah spp dapet potongan lagi xixixi cakap macam
922,Padahal gue pengen ptm 100% sebelum lulus:(,gue pengen ptm lulus
923,@convomfs tergantung situasi. klo ptm n dulu deh,tergantung situasi kalau ptm deh
924,@convomfs kalo ptm gini mah nay dah nder ntar jd males kek gue wkwk,kalau ptm mah nay dah nder bentar jadi males kayak gue wkwk
925,"sebulan ga salaman, ptm prik, corona prik, omicron prik, smuanya pun prik, yaAllah kapan selesainya kalo bgini terus",salaman ptm prik corona prik omicron prik semuanya prik allah selesainya kalau begini
926,@schfess sumpa udh kek giniii pada masi banyak yg ptm? anjritlahhh,sumpah sudah kayak giniii banyak ptm anjir
927,"@hnurwahid PTM dibiarkan jalan, tp entar shalat ied ditiadakan",ptm dibiarkan jalan bentar shalat ied ditiadakan
