id,original_tweet,sentiment,Predicted,Expected,,,,
624,"@StopPlandemit Ini pernyataan mas mentri @nadiemmakarim gak dianggap apa perihal PTM

Sadar yuk...
Generasi sekarang sedang dibododohkan dan kita pun dimiskinkan dengan alasan corona. https://t.co/l7HjteND4v",1,POSITIF,,,,,
625,"@tanyakanrl Engga sih, ini aja lagi ptm 100% pula",-1,NEGATIF,,,,,
626,"@schfess ptm 50% asik sih, capeknya tuh masih bisa ditahan buat pjj minggu selanjutnyaðŸ¥²",5,POSITIF,,,,,
627,"@schfess kalo d sekolah gw engga, waktu itu ada test pcr berjamaah, dan kls 11 itu negatif smua, dan yg kena kls 12 sm 10 aja. jadi kemaren tuh yg ptm cm kls 11 aja dan yg pjj kls 10 sm 12, eh hari ini malah smua yg pjj, asu
 dan yg awal jd penyebab test pcr berjamaah itu berawal dr anak-",-34,NEGATIF,,,,,
628,"Tidak Loackdown.
PPKM diharuskan.
PTM tidak dihentikan.
Kerumunan dipertontonkan. 
Bisanya Orang - orang yang sengaja membingungkan Umat itu. 
Sebelum mati ditunjukan kepada mereka Azab yang pedih sebagai cerminan ke-yang lainnya. https://t.co/Athkv6Ygqv https://t.co/njuIXEHE1e",-5,NEGATIF,,,,,
629,"kalo daring tu udh ga dijelasin tugasnya bejibun lagi astaghfirullah, kalo ptm mah sekolah isinya penjelasan materi kerkom sama praktek mendingan lah jarang dapet tugas + ngerti materi",5,POSITIF,,,,,
630,"@iCroffles enak dongg, tp mingdep balik lagi ptm 100%",0,NETRAL,,,,,
631,RT @realAbikaTrader: @marlina_idha Biar masyarakat tau kalau keputusan PTM itu ternyata wewenang Pemerintah Pusat. Selama ini saya menyangkâ€¦,0,NETRAL,,,,,
632,"@tanyakanrl belum ada kepastian asli sih, cuma katanya bakal ada ptm 50% lagi D:",4,POSITIF,,,,,
633,"@subschfess ptm lebih paham sm pelajaran nya, enak jg gada kendala grafik sm jaringan",14,POSITIF,,,,,
634,"@adisukardi @old_soldier1023 @Dikbudmalangkot @yusufgunawan @ipoksamidub Dari info yang kami terima, SD Sabilillah sdh melakukan penyesuaian proses PTM menyikapi temuan kasus.  Puskesmas @pkm_cisadea jg sdh diinformasikan hal tsb utk tindak lanjut 3T.  Jadi tidak benar bahwa ada yang ditutupi thd kasus tsb.  Tks.",1,POSITIF,,,,,
635,"@xigfao Masih PTM, cuma ekskul nya aja yang ditiadakan buat sementara ini",-6,NEGATIF,,,,,
636,"back to setiap hari bangun jam segini, PADAHAL UDAH SENENG KALO PTM 100% TUH AKUNYA LEBIH PRODUKTIF HUHU SEHARI HARINYA LEBIH TERTATA",15,POSITIF,,,,,
637,"@rulosttt Lebih seru ptm gasiii, gw butek ajg pjj",2,POSITIF,,,,,
638,"@convomfs PTM LAH, KLO PJJ GAPAHAM MATERI",-5,NEGATIF,,,,,
639,"@Bundsary Thankyouuu~ Iy nih, dikasih tau rabu besok baru ptm lagi... itupun semoga gk dikelompokan A/B lg ðŸ˜”ðŸ¤šðŸ»",-2,NEGATIF,,,,,
640,"@myfavjjie gue emang dari dulu pjj harusnya besok Senin ptm 4 the first time in forever, tapi kata pemerintah di suruh pjj in 2 minggu gara-gara omicron(?) WAH APAKAH INI AKAN MENJADI LIBUR 2 MINGGU TAPI 2 TAHUN SEASON 2?ðŸ˜±ðŸ˜±ðŸ˜±",-6,NEGATIF,,,,,
641,"RT @HoneyBee2024: @Mdy_Asmara1701 Laksanakan yang terbaik buat rakyat....jangan hiraukan suara pejabat https://t.co/Nw4H6iv2to",3,POSITIF,,,,,
642,"Di sekolah karena ada 3 pilihan, boleh ptm, pjj atau campuran. Tapi demi kebaikan anak2 yg blm bisa kontrol diri, kita pilihlah pjj lagi. Emg sekarang udah ga bisa harapin pemerintah, udahlah lindungin keluarga masing2 aja ðŸ¥² semoga Allah SWT yg tolong. https://t.co/V8YGP6pvta",28,POSITIF,,,,,
643,senin balik pjj ya? enakan ptm,2,POSITIF,,,,,
644,"@convomf di daerahku udah level 3 ,ada anak sekolah yang udah kena covid juga ,tapi ptm tetep jalan tu ,aturan si di liburin yaa sebelum makin luas lagi penyebarannya",14,POSITIF,,,,,
645,"@dr_koko28 Dok, PTM nih dok gmn nih ? 2 sekolah anak saya tutup gegara bnyk yg terpapar, trs @jokowi bilang isoman 5 hari pasti nanti jd acuan pihak sekolah, ini anak sy isoman dah sminggu lbh blm hilang batukÂ²nya dan radangnya msh positif..",-4,NEGATIF,,,,,
646,"@subschfess PJJ, karna kl PJJ tu lebih gampang bagi waktu dan bisa ngontrol diri. kl PTM tu kyk cape bgt, blm less nya, blm lagi nnt belajarnya. selama aku PTM kyknya hampir gk pernah belajar deh, selain les.",-11,NEGATIF,,,,,
647,@jaeminatural engga wkwkwkwk males ptm,-4,NEGATIF,,,,,
648,@myfavjjie GUE KANGEN OLAHRAGA HUHUHU MANA GA JADI PTM HUHUHU KANGENNNN,-1,NEGATIF,,,,,
649,Blum ada dokumentasi PTM udh daring ajaaaaaaaaa,10,POSITIF,,,,,
650,"Mantap , PTM tetap dilanjutkan, bosan anak anak belajar di kasur terus https://t.co/R083S0sTHy",-1,NEGATIF,,,,,
651,"@bbylinoo Aku makan roti tadi, ohh berarti ga langsung semuanya ptm ya hsksks btw semangatt buat hari inii (ï½¡ï½¥Ï‰ï½¥ï½¡)ï¾‰â™¡(ï½¡ï½¥Ï‰ï½¥ï½¡)ï¾‰â™¡",7,POSITIF,,,,,
652,"@satriohendri Jadi sudah pasti kan, siapa yang harus bertanggung jawab apabila peserta didik dan tenaga kependidikan tumbang gegara permohonan penangguhan PTM-100% yang ditolak. Suka-suka lu aja deh, mumpung lagi kuasa dan bisa mengatur segalanya.",15,POSITIF,,,,,
653,@luvlytaejin aaa iya aku juga sama gt katanya mingdep udah ptm tp klo situasi nya semakin naik keanya ada perubahan,15,POSITIF,,,,,
654,"Kalau nekat masih gelar PTM artinya dia  Pejabat Tidaktahu Maluuuuuuu",-2,NEGATIF,,,,,
655,"Saya mendukung untuk pembatalan sementara kebijakan PTM di sekolah-sekolah demi menghindari penyebaran virus yg belum diketahui. Takutnya anak sekolah pada jadi zombie kayak di Korea, kan ngeri. Jujur blm kuat untuk lari-larinya.",-17,NEGATIF,,,,,
656,"cape banget sama ptm, banyak tugas kelompok ðŸ˜ ",-2,NEGATIF,,,,,
657,"Plis, aku belum ngerasain ptm 100% setidaknya kasih 1 Minggu ptm 100% baru pjj lagi hehehehehhehe",2,POSITIF,,,,,
658,"PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",-2,NEGATIF,,,,,
659,Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),14,POSITIF,,,,,
660,"yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",11,POSITIF,,,,,
661,"Sch! Halo ðŸ˜«ðŸ˜°ðŸ˜¢ yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja ðŸ˜­ðŸ˜­ðŸ˜° https://t.co/QICgOHUwyZ",32,POSITIF,,,,,
662,"@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya ðŸ˜­",-2,NEGATIF,,,,,
663,gwww pengen ptm covid syalandddd,1,POSITIF,,,,,
664,@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,8,POSITIF,,,,,
665,@subschfess Kalo aku pen ptm tanpa tugas tapi haha,3,POSITIF,,,,,
666,Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik ðŸ˜·,-16,NEGATIF,,,,,
667,"@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA Mulai kumat ampe sekarang.ðŸ™‚ sial",-17,NEGATIF,,,,,
668,@collegemenfess seminggu kemaren ptm full sih,0,NETRAL,,,,,
669,@llayzsne kenapa bolos? aku aja pengen ptmðŸ˜”,3,POSITIF,,,,,
670,"@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt akuðŸ¤¬ðŸ¤¬ðŸ¤¬",11,POSITIF,,,,,
671,"@subschfess AKUUU NDER WKWKWK kalau ptm malesnya itu kalau otw harus pagi, tapi kalau pjj susah fokus (lebih ke males sih tbh) terus pengen ketemu temennn jugaðŸ¥²ðŸ–ðŸ¼",1,POSITIF,,,,,
672,Yahh PTM 50% lagiiii. Ualahh https://t.co/1LoqSNF7DO,-5,NEGATIF,,,,,
673,"@me_gsty sedih ya, pdahal udah seneng ptm",9,POSITIF,,,,,
674,@LLEEJEN0 iyaa bener ptm ketolong soalnya ketemu temen gitu kan :((,3,POSITIF,,,,,
675,"Kalo hari ini ptm pasti di sekolah jamkos soalnya sibuk bawa barang buat pagelaran, trs sampe sore nata panggung",5,POSITIF,,,,,
676,RT @StopPlandemit: Mereka ini mikir gk gimana perjuangan anak2 hanya demi Pendidikan?beberapa dari mrk sampai harus kehilangan nyawa.Trus gâ€¦,-8,NEGATIF,,,,,
677,"@_pitikcilik Sekolahnya masih full PTM... Pusing.. Mau onlen, emaknya lama2 bisa darting... ðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ª",4,POSITIF,,,,,
678,"Kl Pak Anies hentikan PTM DKI, sama pasukan Kodok luar DKI / JKT42 dibilang ""lenyapkan harapan anak bangsa"", kl Pak Anies tetap lanjut PTM, nanti mreka bilang ""Gotbener Anies mau bunuh Warga DKI"". wkwk ðŸ¥º akibat minyak goreng naik &amp; langka, mereka jd kurang nutrisi otak ðŸ¥º",-2,NEGATIF,,,,,
679,"Bapak Ibu Kepala Sekolah yang terhormat, Kurikulum bisa berganti. Orang Dinas bisa berganti. Mentri sekalipun bisa berganti. namun buah hati seseorang tak bisa tergantikan.  Kami mohon Stop PTM, dan mulai PJJ Bapak dan Ibu terkasijaga anak anak kita. ðŸ™ðŸ™ðŸ™ https://t.co/uaMMdfBBSk",8,POSITIF,,,,,
680,"@ismailfahmi Bahasa yg tdk diperbolehkan adl menghentikan ptm terbatas.Jadi in case ada yg penting utk ptm ,dengan catatan skala terbatas , masih bisa dilakukan . Misal kelas lab di kampus , yg kadang ga bisa offline , atau ptm 25% misal menjelang sbmptn atau ujian yg perlu pm offline.",3,POSITIF,,,,,
681,@bigwinberkali2 @emakpngnbigwin Semoga hasilnya negatif ya Bu. Dan selalu diberi kesehatan sekeluarga.. anak ikut PTM skrng kaya ngirim mereka ke medan perang jadinya.,-7,NEGATIF,,,,,
682,@fantashee Mauu ptm juga,5,POSITIF,,,,,
683,@BBAHlYYlH Pengen ptm t______t,3,POSITIF,,,,,
684,"@elisedya1 @StopPlandemit @TKantau @Moonboy020290 biar geger emang, kalau PTM yg ditiadakan kan lagsung jadi headline di media ðŸ¤£",11,POSITIF,,,,,
685,"@yesogyu hiks disini baru aja pjj, mengsedih padahal uda asik ptm T ___ T",5,POSITIF,,,,,
686,demi apaa anjg ptm lagi,-6,NEGATIF,,,,,
687,"@HALCGSWA @schfess huhu syukurlah, sklhku jg gada yg + tapi 1 kabupaten pada daring lagi, pdhl pengen PTM sampe ujian kalo bisa:(",3,POSITIF,,,,,
688,@jev_anna daring huhu hbs ptm di skolah byk yg positif,13,POSITIF,,,,,
689,"@subschfess pjj aja pls soalnya jg nanggung ke sekolah bentar lg lulus, gabisa haha hihi jg tiap hari kerjaannya uji nyali, kalo bersosialisasi kan bisa lewat mana aja gaperlu tatap muka langsung,, ptm tuh udh uji nyali, cape, stress, kena kopit pula",12,POSITIF,,,,,
690,@schfess Tapi ptm itu membantu bgt ga sih utk lebih paham materi? Ptm efektif kok selama sesama warga sekolah itu saling mengingatkan dan saling menjaga prokes.. jangan seenaknya sendiri kalau memang ga mau keadaan jd memburuk lagi..,-3,NEGATIF,,,,,
691,"@giftsswing Emangnya PJJ gak belajar juga? Kalo aku sih, lebih baik PJJ dulu ya setidaknya sampe cvid turun lagi. Kalo PTM full nanti takutnya makin banyak yg kena cvid, makin lama pula bumi bisa benerÂ² normal tanpa virus ini",-14,NEGATIF,,,,,
692,Pls ini bisa daring lagi gasi? Jujur gua rada capek kalo ptm demi allah,3,POSITIF,,,,,
693,"@convomfs ptm, pjj kalo ulangan aja wokwok",0,NETRAL,,,,,
694,"Baca postingan warganet yg sudah muak dengan pembatasan pembatasan, muak dgn test PCR dll dan muak dgn corona, udah nganggap bodo amat sama covid. Tp giliran Pusat ga setuju usulan Gub DKI soal peniadaan PTM malah ngoceh ngoceh salahin Luhut, salahin rezim. ðŸ¤£",0,NETRAL,,,,,
695,"banyak yang pjj yaw, ak ptm sksksk mana sesi siang lagi anjrt",4,POSITIF,,,,,
696,"@schfess solo, ptm 50%, kemaren udh ada yang positif covid tp masi lanjut ptmnya gatau ampe kapan si. gaada hilal bakal pjj juga",18,POSITIF,,,,,
697,"Harusnya skrng ptm aja  Ehh malah daring",1,POSITIF,,,,,
698,jangan berhentiin ptm bs gk,2,POSITIF,,,,,
699,"@schfess ptm sesi 2 (sesi gua) diliburin krn ada rapat, gua baru bangun, otw tempat les krn mau numpang belajar di sana, sekalian jam 4 ada jadwal sampe jam 7 sih. https://t.co/OdLQoy5fQB",-4,NEGATIF,,,,,
700,Kalo kek gini mending besok ptm,1,POSITIF,,,,,
701,"@convomfs ptm, pjj tugas terus gapernah dijelasin",-4,NEGATIF,,,,,
702,"plis ptm jangan di hold dongg. ya kalopun di hold ya gimana ya. namanya juga situasi. emang bener kayaknya. ""jangan terlalu nyaman sama suasana maupun seseorang."" bangsat.",4,POSITIF,,,,,
703,"@zevyrst @schfess iyaa, alhamdulillah sekolahku belum ada yang + semoga aja ptm full ini bisa bertahan sampe ujian nanti :(((",15,POSITIF,,,,,
704,"@yesogyu baikk jugaaa, btw sekolahmu udah PTM gaaa? atau PJJ lagi?",3,POSITIF,,,,,
705,"@schfess KAB Semarang, tapi roman roman nya mungdep pjj lagi anjrit pdhl baru ptm 1 bulan itupun 50% doang",0,NETRAL,,,,,
706,"@CNNIndonesia Tenang saja anak sekolah masih ptm 100%.tertular covid juga tdk masalah, paling ortu murid yg menangis sedih didepan pintu i.c.u/didepan batu nisan anak yg dicintainya. paling pemerintah hanya bilang ""Ini semua krn prokes tdk dijalankan dgn sungguh sungguh"". Sesederhana itu saja.",-16,NEGATIF,,,,,
707,"@mogareyreno aslinya udah ptm kak, tapi lingkungan sini banyak yg kena covid jdi pjj lagi. stay safe yaa kakk",6,POSITIF,,,,,
708,@convomfs sebenernya lebih pengen tetep ptm cuma kondisinya ga memungkinkan banget jd aku pilih pjj,7,POSITIF,,,,,
709,"@GratisTerbaik @aimtal Barusan dilaporin anak saya sepulang saya jemput sekolah, kalo temennya  udah gak masuk pasca vaksin om. Kata gurunya demam gak turun2. Nah loh. Untung anak saya gak saya ikutin vaksin. Alhamdulillah, sangat sehat walaupun PTM 100.  Anakq Sungguh lincah dan sehat. ðŸ’ªðŸ’ª",-3,NEGATIF,,,,,
710,"@subschfess engga sih, soalnya emang pengen ptm terus hehe",5,POSITIF,,,,,
711,"@subschfess gaaa, ak maunya ptm trusðŸ˜”ðŸ˜”",1,POSITIF,,,,,
712,"ok gapapa ptm 50 50 asal ptm, encok gue daring",-4,NEGATIF,,,,,
713,"@useraksel aku ptm 50%, di bagi sesi dan aku ga se sesi sama temen deket aku. aku sesi 1 di sesi 1 kebanyakan cowok gitu, aku cuma takut gabisa belajar fokus sama takut ga nyaman ðŸ¥º awalnya aku mau coba tanya ke guru kelas boleh ga aku di sesi 2, eh ga bolehhh jadi nya aku bm ðŸ˜­ðŸ˜­ðŸ˜©",41,POSITIF,,,,,
714,"PTM tetap berjalan dengan memerhatikan dinamika penyebaran covid-19 varian omicron serta mencermati masukan dari berbagai pihak
#BersatuDukungPemulihanRI https://t.co/5DZJ6kBMJk",4,POSITIF,,,,,
715,@bIuebbIe iyaaaðŸ’”padahal pgn bgt ptm tapi malah ga jadi gara2 kasus nya naik lagiiðŸ˜”,-4,NEGATIF,,,,,
716,@cloupssy @kqonto murid ptm koncol,-2,NEGATIF,,,,,
717,materi yg di sampaikan tuh gampang ngerti klo ptm,4,POSITIF,,,,,
718,JGN PJJ PLS GUE SUKA PTM SOALNYA ADA WIFI GRATIS. UANG SAKU JG GA DI POTONG ðŸ˜¿,-3,NEGATIF,,,,,
719,"@watashiure cape tugas ga sih, kalo ptm cape fisik ðŸ˜”",-10,NEGATIF,,,,,
720,tbh enak ptm dari pada pjj,0,NETRAL,,,,,
721,"Njir, bener bener dah ðŸ˜‚ https://t.co/r3Ya8NwvsK",0,NETRAL,,,,,
722," @ftrrii1 @Moonboy020290 Yg kocak, pas PSBB diumumin pemerintah pada ngamuk, nah org yg sm lewat di teel gw, ngamuk lg ke pemerintah krn ga setuju pakgub mo berhentiin PTM ",2,POSITIF,,,,,
723,"@pacarnyaminhi aaa gitu, yaampun pdhl kmrn udh enak2 ya ptm mau 100% skrg malah ada bdr lagi:(",15,POSITIF,,,,,
724,"@ClarissaLyi @orgcakepni @schfess bnr bangettt sekolah gue termasuk ketat bgt, sakit ringan sebatas batuk aja bnr2 gblh masuk. kmrn udh bersyukur bgt nilaiku bnyk naik ilmu nambah krna ptm, tbh ak males bgt dirumah mknya enak sekolah aja :(",3,POSITIF,,,,,
725,"masalahnya upraknya gadir, klo ttp ptm tugasnya juga seabrek, GAPAPA KOK GAPAPA ALIAS EMOSIII, klo mau ptm kls 10 11 aja dluuu yg kls 12 pjj seminggu buat uprakk",3,POSITIF,,,,,
726,@GATRA_com Ya ngapain kirim surat ke pusat ... tinggal kepala daerahnya pak @IdrisAShomad buat keputusan diberhentikan sementara PTM atau bikin kebijakan PTM 50% misalnya ... kan harusnya kepala daerah bisa mikir bukan lempar tangan ke pusat,15,POSITIF,,,,,
727,@convomfs lebih ngerti pas ptm but pjj pas ulangan aja wkwkwk,3,POSITIF,,,,,
728,"Gak apa-apa, deh. Semoga virusnya cepat berkurang dan bisa balik PTM lagi.",-5,NEGATIF,,,,,
729,"@convomfs ptm kalo materi ulangan, pts pjj",-1,NEGATIF,,,,,
730,"@convomfs pengennya, PTM. tapi uprak nanti daring aja gapapa HAHAHAHA",0,NETRAL,,,,,
731,"ini sekolah udh gilaa apaa gimana sihh, uprak daring bikin vidio tpi ttp ptm tuuu gimana yaaaa, uprak sambil belajar gtuu? plsss laaa trs kapan waktunya buat bikin vidio uprakkkkkkk absidndjdjufbc",14,POSITIF,,,,,
732,"Walaupun aku pusing karena sekolah (PTM), tapi kalau gak ketemu teman rasanya ada yang kurang.. u___u",-1,NEGATIF,,,,,
733,@jev_anna Ptm blm punya temen jadi daring aja deh heheh,5,POSITIF,,,,,
734,sriusan ini memding ptm aja anjig,-6,NEGATIF,,,,,
735,@jev_anna Ptm lebh enak si,6,POSITIF,,,,,
736,Kok sekolah gue ga pjj lagi si plis males banget ptm,-7,NEGATIF,,,,,
737,"@convomfs harusnya masih ptm buat hari ini, tapi dipulangin soalnya anak kelas sebelah ada yang positif, jadi pjj deh",-3,NEGATIF,,,,,
738,"@convomfs yaallah ptm aja baru mulai tgl 14, masa mo ganti daring lagiðŸ˜­ gw belum ngerasain woee",4,POSITIF,,,,,
739,gue mending pjj sih daripada PTM persesi ðŸ˜­âœ¨,-2,NEGATIF,,,,,
740,Tapi kalau tetap PTM virusnya bertambah lagi.,-5,NEGATIF,,,,,
741,Yahhh sedih sekolah gue besok udah mulai ptm 50% :(,-4,NEGATIF,,,,,
742,"gurunya ga niat ngajar?2x pertemuan ga masuk,,udah ditelfon walas gua anjr mana ga bilang,mksdnya aja gtu pdhal klo ptm masuk muluuu",1,POSITIF,,,,,
743,"emang kudu diberentiin dulu PTM selama 3-4 minggu. buat apaan? yaa kalo kasus meledak di usia usia sekolah tu, perlu fasilitas khusus kalo ada case terburuk sampe perlu rs. udah gitu pasti persiapannya dikit dan ga banyak yang punya tu fasilitas. tapi kita ikutin aja lord luhutðŸ™ðŸ»",11,POSITIF,,,,,
744,@schfess Awalnya pas masih PJJ ga akrab samsek dan kek gamau kenal sama temen2 sekelas. Eh pas udah PTM lama2 jadi asik,11,POSITIF,,,,,
745,"@sssashaaa01 samaa, padahal udh nyaman ptm",12,POSITIF,,,,,
746,@subschfess Ngga. Aku ttp pengen pjj. Ptm ngeri sama sirkel nya. Gue yg anak bawang cuma bisa diem@pokokan,-1,NEGATIF,,,,,
747,Beruntung we can say good bye to each other... Walaupun capek ptm tapi tep aja bakal kangen. Tapi seru juga ptm:( bitj daring gua ga ngerti apa apa lagi,18,POSITIF,,,,,
748,"@subschfess kalo ptm pengen pjj, kalo pjj pengen duit sih aku mah",6,POSITIF,,,,,
749,@jev_anna ptm lebih enak tp skrng daring lagi,4,POSITIF,,,,,
750,when yang lain PTM tapi gua sakit di rumah ðŸ‘ https://t.co/yfVLQf6wPz,-10,NEGATIF,,,,,
751,ok sekolah gw balik ke PTM terbatas lagi,1,POSITIF,,,,,
752,"@henderrryy GW JG AD UL ANJ gamau ptm dl, gile ajaa covidnya lg drastis naikðŸ˜­",-1,NEGATIF,,,,,
753,RT @iloyojiel: anjg ptm 50% lagi,-6,NEGATIF,,,,,
754,"@subschfess Aku juga gitu nder tapi mencoba berpikir lebih jernih, kalo PJJ kebanyakan main lah males lah offcam lah udah gitu ga 100% merhatiin tapi kalo PTM itu asik sih walaupun sepi kelasnya, rasanya kaya bimbel terus jg lebih fokus ditambah pasti ada catatan mapel gt kalo PTM",15,POSITIF,,,,,
755,@henderrryy Lagi PJJ katanya PTM Senin tapi gatau di perpanjang lg apa gðŸ™,-6,NEGATIF,,,,,
756,@CNNIndonesia AB ini salah strategi terus. Tapi dia pintar mengubah ini jd panggung politik. Aslinya ga perlu minta persetujuan krn kewenangan di Daerah buat ngurangin PTM (misal jadi 50-30%). Kalo stop 100% mungkin blm bisa. Nah dia maunya 100% tanpa PTM dan minta perstujuan LBP. Jelas ngaco.,10,POSITIF,,,,,
757," @Dj_Bams74 Itu dia penting nya cari jalan keluar biar tidak merugikan Dikanal berita itu sudah bagus idenya PTM 50% pun dengan tempat usaha harus dibatasi juga Kita tempat usaha masih langgar prokes loh ðŸ˜‚  dibatasi 50% ternyata tanpa kita sadari kita melebih aturan",-8,NEGATIF,,,,,
758,"matpel nya ga sesuai jadwal ptm bngst, jadi ngacak",-1,NEGATIF,,,,,
759,"gua mau nangisssss, males ngapa ngapain karna mendengar berita ptm 50% udah mana gt ulangan diundur muluuu gua sedih bgttt",-27,NEGATIF,,,,,
760,"@missufe Morningg makji, sedih bnget aku hari ini krna udh ga PTM lagi",-3,NEGATIF,,,,,
761,@Kdillust1218 Nda :(( gak tau sekolahku masih ptm ini,1,POSITIF,,,,,
762,ptm soalnya kelas gw lebih enak daripada kamar gwðŸ˜“ðŸ˜“ https://t.co/neA9EeeiTj,-8,NEGATIF,,,,,
763,ptm setopp aja plis beresiko bangett,-2,NEGATIF,,,,,
764,"jangan lupa sarapan dan mandi pagi kalian.. semangat buat yg pjj/ptm, yg kuliah dan yg kerja!! âœ¨â¤ï¸",8,POSITIF,,,,,
765,@sukasusumilku Mangaatss nder semoga cpt balik PTM lagiu,2,POSITIF,,,,,
766,@taetaejungo semenjak ptm gue udh ga begadang,-2,NEGATIF,,,,,
767,@codesbans PJJ SJDBDJEJDIFJ sgt menyedihkan. km hri ini pjj apa ptm,-4,NEGATIF,,,,,
768,"gue udah 3 hari mulai ptm dan keinget gapernah ketemu crush gue padahal satu sekolah, kan gue juga pengen ketemu krass",-3,NEGATIF,,,,,
769,"@fadlizon Susah memahami jalan pikirannya. Memprediksi puncak wabah Covid-19 / Omicron bulan Februari, tetapi penerbangan internasional dibuka, keramaian dimall terjadi, tingkat hunian RS terjadi. PTM jalan terus ?",0,NETRAL,,,,,
770,"@rosie_ark OH MKSDNYA KU SUKA PTM, SKRG MAH AK PJJðŸ˜”",4,POSITIF,,,,,
771,Sedih bgttttt PTM terbatas lagi ðŸ˜­,-6,NEGATIF,,,,,
772,WHWHAHAH YG LAIN PTM GW MALAH ONLINE LAGI https://t.co/nwXv58Wzsz,-10,NEGATIF,,,,,
773,"buat yg mikir buat ptm, mending jangan dulu deh. covid lgi serem bgt, sekola gua lockdown krn banyak yg positif, sekitar 10 an. keluarga gua juga kena, stay safe and healthy yaa sering sering vitamin ama makan yg sehat2, klo dingin dingin coba tunda dulu deh, klo sakit jgn panik",8,POSITIF,,,,,
774,"RT @schfess: sch! meski skrg lagi pjj, but i love ptm so much &lt;3 https://t.co/tlO0BPUtLq",1,POSITIF,,,,,
775,"@schfess ptm setengah aja dah, mau lulus bentar lagi soalnya",1,POSITIF,,,,,
776,"@jjnjaem aamiinn aamiin, males pjj mau ptm lagi aja ðŸ˜”ðŸ˜­",6,POSITIF,,,,,
777,WALAUPUNNNN pjj enak siee dirumah gt ga hrsss pake seragamm ga ribet deh TAPI PTM JUGA SERUUUUUU bangettttt,3,POSITIF,,,,,
778,gue kalo abis pjj lama terus masuk ptm lagi suka jadi males anjir,-12,NEGATIF,,,,,
779,"@convomf ptm enakk, bisa lebih akrab sama temen sekelas, trus ketawaÂ² bareng temen sekelas. Walaupun PJJ bisa sambil rebahan, tapi susah buat mengerti materi, jd ofc enak PTM",25,POSITIF,,,,,
780,"@dr_koko28 Disini nakes teriak2 covid naik, disisi lain PTM anak sekolah batal, disisi lain lg Mall, Tempat Kuliner, tempat hiburan, Pasar RAME. trus mau mu apa toh leee  ? ðŸ˜…ðŸ˜…ðŸ˜…",1,POSITIF,,,,,
781,"gue gak ngebayangin ptm 50%
SOAL NYA ABSEN GUE JD GENAP AAAAAAA ANJGGG",-22,NEGATIF,,,,,
782,@hitudt kok keren masih ptm,0,NETRAL,,,,,
783,"@lljn00 masih ptm sih, tapi dengerÂ² katanya mau pjj lagi, tapi aku lebih suka pjj sih",5,POSITIF,,,,,
784,@schfess masih tpi gatau dah bsk kelanjutannya bsk masih ptm apa kagak,-2,NEGATIF,,,,,
785,"@subschfess pjj, soalnya kalo pjj tuh kaya fleksibel aja gitu waktunya. kalo ptm capek bgt asli bner bner gk kuatâœ‹ðŸ»ðŸ˜”",11,POSITIF,,,,,
786,@fadlizon Anak sy kelas 3 SMA tahun ini di keluarkan oleh pihak sekolah karena memilih tidak mengikuti PTM .,-23,NEGATIF,,,,,
787,"@subschfess tim ptm, soalnya kl pjj kaya libur trs gurunya kl pjj suka ga kasih materi tar tiba"" uh kan sebel ðŸ™‚",-1,NEGATIF,,,,,
788,Kok gua masih ptm aja ya,1,POSITIF,,,,,
789,@svnghoen ptm seru bisa bareng temennn pjj tugasnya makin bnykðŸ˜©ðŸ˜©ðŸ˜©,13,POSITIF,,,,,
790,"buat yang ptm, semangat ya",9,POSITIF,,,,,
791,@lovebysunoo terlanjur nyaman ptm meskipun pulang pulang encok,-1,NEGATIF,,,,,
792,@aik_arif Dah ada pilihan buat ortu utk PTM atau PJJ. https://t.co/p7aSBzXpKz,3,POSITIF,,,,,
793,yahhh masa nanti ptm nya 50% lgðŸ˜”,-7,NEGATIF,,,,,
