,original_tweet,sentiment,Predicted
658,"PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",9,POSITIF
659,Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),13,POSITIF
660,"yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",-11,NEGATIF
661,"Sch! Halo ðŸ˜«ðŸ˜°ðŸ˜¢ yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja ðŸ˜­ðŸ˜­ðŸ˜° https://t.co/QICgOHUwyZ",27,POSITIF
662,"@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya ðŸ˜­",1,POSITIF
663,gwww pengen ptm covid syalandddd,6,POSITIF
664,@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,3,POSITIF
665,@subschfess Kalo aku pen ptm tanpa tugas tapi haha,3,POSITIF
666,Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik ðŸ˜·,-8,NEGATIF
667,"@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA Mulai kumat ampe sekarang.ðŸ™‚ sial",-23,NEGATIF
668,@collegemenfess seminggu kemaren ptm full sih,0,NETRAL
669,@llayzsne kenapa bolos? aku aja pengen ptmðŸ˜”,3,POSITIF
670,"@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt akuðŸ¤¬ðŸ¤¬ðŸ¤¬",4,POSITIF
671,"@subschfess AKUUU NDER WKWKWK kalau ptm malesnya itu kalau otw harus pagi, tapi kalau pjj susah fokus (lebih ke males sih tbh) terus pengen ketemu temennn jugaðŸ¥²ðŸ–ðŸ¼",-10,NEGATIF
672,Yahh PTM 50% lagiiii. Ualahh https://t.co/1LoqSNF7DO,-10,NEGATIF
673,"@me_gsty sedih ya, pdahal udah seneng ptm",4,POSITIF
674,@LLEEJEN0 iyaa bener ptm ketolong soalnya ketemu temen gitu kan :((,6,POSITIF
675,"Kalo hari ini ptm pasti di sekolah jamkos soalnya sibuk bawa barang buat pagelaran, trs sampe sore nata panggung",-8,NEGATIF
676,RT @StopPlandemit: Mereka ini mikir gk gimana perjuangan anak2 hanya demi Pendidikan?beberapa dari mrk sampai harus kehilangan nyawa.Trus gâ€¦,-9,NEGATIF
677,"@_pitikcilik Sekolahnya masih full PTM... Pusing.. Mau onlen, emaknya lama2 bisa darting... ðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ª",0,NETRAL
678,"Kl Pak Anies hentikan PTM DKI, sama pasukan Kodok luar DKI / JKT42 dibilang ""lenyapkan harapan anak bangsa"", kl Pak Anies tetap lanjut PTM, nanti mreka bilang ""Gotbener Anies mau bunuh Warga DKI"". wkwk ðŸ¥º akibat minyak goreng naik &amp; langka, mereka jd kurang nutrisi otak ðŸ¥º",-3,NEGATIF
679,"Bapak Ibu Kepala Sekolah yang terhormat, Kurikulum bisa berganti. Orang Dinas bisa berganti. Mentri sekalipun bisa berganti. namun buah hati seseorang tak bisa tergantikan.  Kami mohon Stop PTM, dan mulai PJJ Bapak dan Ibu terkasijaga anak anak kita. ðŸ™ðŸ™ðŸ™ https://t.co/uaMMdfBBSk",-12,NEGATIF
680,"@ismailfahmi Bahasa yg tdk diperbolehkan adl menghentikan ptm terbatas.Jadi in case ada yg penting utk ptm ,dengan catatan skala terbatas , masih bisa dilakukan . Misal kelas lab di kampus , yg kadang ga bisa offline , atau ptm 25% misal menjelang sbmptn atau ujian yg perlu pm offline.",-21,NEGATIF
681,@bigwinberkali2 @emakpngnbigwin Semoga hasilnya negatif ya Bu. Dan selalu diberi kesehatan sekeluarga.. anak ikut PTM skrng kaya ngirim mereka ke medan perang jadinya.,-4,NEGATIF
682,@fantashee Mauu ptm juga,4,POSITIF
683,@BBAHlYYlH Pengen ptm t______t,3,POSITIF
684,"@elisedya1 @StopPlandemit @TKantau @Moonboy020290 biar geger emang, kalau PTM yg ditiadakan kan lagsung jadi headline di media ðŸ¤£",8,POSITIF
685,"@yesogyu hiks disini baru aja pjj, mengsedih padahal uda asik ptm T ___ T",0,NETRAL
686,demi apaa anjg ptm lagi,-2,NEGATIF
687,"@HALCGSWA @schfess huhu syukurlah, sklhku jg gada yg + tapi 1 kabupaten pada daring lagi, pdhl pengen PTM sampe ujian kalo bisa:(",-14,NEGATIF
688,@jev_anna daring huhu hbs ptm di skolah byk yg positif,4,POSITIF
689,"@subschfess pjj aja pls soalnya jg nanggung ke sekolah bentar lg lulus, gabisa haha hihi jg tiap hari kerjaannya uji nyali, kalo bersosialisasi kan bisa lewat mana aja gaperlu tatap muka langsung,, ptm tuh udh uji nyali, cape, stress, kena kopit pula",9,POSITIF
690,@schfess Tapi ptm itu membantu bgt ga sih utk lebih paham materi? Ptm efektif kok selama sesama warga sekolah itu saling mengingatkan dan saling menjaga prokes.. jangan seenaknya sendiri kalau memang ga mau keadaan jd memburuk lagi..,15,POSITIF
691,"@giftsswing Emangnya PJJ gak belajar juga? Kalo aku sih, lebih baik PJJ dulu ya setidaknya sampe cvid turun lagi. Kalo PTM full nanti takutnya makin banyak yg kena cvid, makin lama pula bumi bisa benerÂ² normal tanpa virus ini",-4,NEGATIF
692,Pls ini bisa daring lagi gasi? Jujur gua rada capek kalo ptm demi allah,-5,NEGATIF
693,"@convomfs ptm, pjj kalo ulangan aja wokwok",-3,NEGATIF
694,"Baca postingan warganet yg sudah muak dengan pembatasan pembatasan, muak dgn test PCR dll dan muak dgn corona, udah nganggap bodo amat sama covid. Tp giliran Pusat ga setuju usulan Gub DKI soal peniadaan PTM malah ngoceh ngoceh salahin Luhut, salahin rezim. ðŸ¤£",-21,NEGATIF
695,"banyak yang pjj yaw, ak ptm sksksk mana sesi siang lagi anjrt",-5,NEGATIF
696,"@schfess solo, ptm 50%, kemaren udh ada yang positif covid tp masi lanjut ptmnya gatau ampe kapan si. gaada hilal bakal pjj juga",9,POSITIF
697,"Harusnya skrng ptm aja  Ehh malah daring",1,POSITIF
698,jangan berhentiin ptm bs ðŸ˜¢ðŸ˜¢,-6,NEGATIF
699,"@schfess ptm sesi 2 (sesi gua) diliburin krn ada rapat, gua baru bangun, otw tempat les krn mau numpang belajar di sana, sekalian jam 4 ada jadwal sampe jam 7 sih. https://t.co/OdLQoy5fQB",-24,NEGATIF
700,Kalo kek gini mending besok ptm,-2,NEGATIF
701,"@convomfs ptm, pjj tugas terus gapernah dijelasin",-4,NEGATIF
702,"plis ptm jangan di hold dongg. ya kalopun di hold ya gimana ya. namanya juga situasi. emang bener kayaknya. ""jangan terlalu nyaman sama suasana maupun seseorang."" bangsat.",-2,NEGATIF
703,"@zevyrst @schfess iyaa, alhamdulillah sekolahku belum ada yang + semoga aja ptm full ini bisa bertahan sampe ujian nanti :(((",11,POSITIF
704,"@yesogyu baikk jugaaa, btw sekolahmu udah PTM gaaa? atau PJJ lagi?",5,POSITIF
705,"@schfess KAB Semarang, tapi roman roman nya mungdep pjj lagi anjrit pdhl baru ptm 1 bulan itupun 50% doang",2,POSITIF
706,"@CNNIndonesia Tenang saja anak sekolah masih ptm 100%.tertular covid juga tdk masalah, paling ortu murid yg menangis sedih didepan pintu i.c.u/didepan batu nisan anak yg dicintainya. paling pemerintah hanya bilang ""Ini semua krn prokes tdk dijalankan dgn sungguh sungguh"". Sesederhana itu saja.",-13,NEGATIF
707,"@mogareyreno aslinya udah ptm kak, tapi lingkungan sini banyak yg kena covid jdi pjj lagi. stay safe yaa kakk",8,POSITIF
708,@convomfs sebenernya lebih pengen tetep ptm cuma kondisinya ga memungkinkan banget jd aku pilih pjj,6,POSITIF
709,"@GratisTerbaik @aimtal Barusan dilaporin anak saya sepulang saya jemput sekolah, kalo temennya  udah gak masuk pasca vaksin om. Kata gurunya demam gak turun2. Nah loh. Untung anak saya gak saya ikutin vaksin. Alhamdulillah, sangat sehat walaupun PTM 100.  Anakq Sungguh lincah dan sehat. ðŸ’ªðŸ’ª",-21,NEGATIF
710,"@subschfess engga sih, soalnya emang pengen ptm terus hehe",7,POSITIF
711,"@subschfess gaaa, ak maunya ptm trusðŸ˜”ðŸ˜”",-10,NEGATIF
712,"ok gapapa ptm 50 50 asal ptm, encok gue daring",-4,NEGATIF
713,"@useraksel aku ptm 50%, di bagi sesi dan aku ga se sesi sama temen deket aku. aku sesi 1 di sesi 1 kebanyakan cowok gitu, aku cuma takut gabisa belajar fokus sama takut ga nyaman ðŸ¥º awalnya aku mau coba tanya ke guru kelas boleh ga aku di sesi 2, eh ga bolehhh jadi nya aku bm ðŸ˜­ðŸ˜­ðŸ˜©",53,POSITIF
714,"PTM tetap berjalan dengan memerhatikan dinamika penyebaran covid-19 varian omicron serta mencermati masukan dari berbagai pihak
#BersatuDukungPemulihanRI https://t.co/5DZJ6kBMJk",2,POSITIF
715,@bIuebbIe iyaaaðŸ’”padahal pgn bgt ptm tapi malah ga jadi gara2 kasus nya naik lagiiðŸ˜”,-9,NEGATIF
716,@cloupssy @kqonto murid ptm koncol,0,NETRAL
717,materi yg di sampaikan tuh gampang ngerti klo ptm,-3,NEGATIF
718,JGN PJJ PLS GUE SUKA PTM SOALNYA ADA WIFI GRATIS. UANG SAKU JG GA DI POTONG ðŸ˜¿,-3,NEGATIF
719,"@watashiure cape tugas ga sih, kalo ptm cape fisik ðŸ˜”",-10,NEGATIF
720,tbh enak ptm dari pada pjj,-3,NEGATIF
721,"Njir, bener bener dah ðŸ˜‚ https://t.co/r3Ya8NwvsK",0,NETRAL
722," @ftrrii1 @Moonboy020290 Yg kocak, pas PSBB diumumin pemerintah pada ngamuk, nah org yg sm lewat di teel gw, ngamuk lg ke pemerintah krn ga setuju pakgub mo berhentiin PTM ",-18,NEGATIF
723,"@pacarnyaminhi aaa gitu, yaampun pdhl kmrn udh enak2 ya ptm mau 100% skrg malah ada bdr lagi:(",21,POSITIF
724,"@ClarissaLyi @orgcakepni @schfess bnr bangettt sekolah gue termasuk ketat bgt, sakit ringan sebatas batuk aja bnr2 gblh masuk. kmrn udh bersyukur bgt nilaiku bnyk naik ilmu nambah krna ptm, tbh ak males bgt dirumah mknya enak sekolah aja :(",-7,NEGATIF
725,"masalahnya upraknya gadir, klo ttp ptm tugasnya juga seabrek, GAPAPA KOK GAPAPA ALIAS EMOSIII, klo mau ptm kls 10 11 aja dluuu yg kls 12 pjj seminggu buat uprakk",-12,NEGATIF
726,@GATRA_com Ya ngapain kirim surat ke pusat ... tinggal kepala daerahnya pak @IdrisAShomad buat keputusan diberhentikan sementara PTM atau bikin kebijakan PTM 50% misalnya ... kan harusnya kepala daerah bisa mikir bukan lempar tangan ke pusat,10,POSITIF
727,@convomfs lebih ngerti pas ptm but pjj pas ulangan aja wkwkwk,6,POSITIF
728,"Gak apa-apa, deh. Semoga virusnya cepat berkurang dan bisa balik PTM lagi.",-15,NEGATIF
729,"@convomfs ptm kalo materi ulangan, pts pjj",-1,NEGATIF
730,"@convomfs pengennya, PTM. tapi uprak nanti daring aja gapapa HAHAHAHA",-2,NEGATIF
731,"ini sekolah udh gilaa apaa gimana sihh, uprak daring bikin vidio tpi ttp ptm tuuu gimana yaaaa, uprak sambil belajar gtuu? plsss laaa trs kapan waktunya buat bikin vidio uprakkkkkkk absidndjdjufbc",-3,NEGATIF
732,"Walaupun aku pusing karena sekolah (PTM), tapi kalau gak ketemu teman rasanya ada yang kurang.. u___u",-9,NEGATIF
733,@jev_anna Ptm blm punya temen jadi daring aja deh heheh,5,POSITIF
734,sriusan ini memding ptm aja anjig,1,POSITIF
735,@jev_anna Ptm lebh enak si,8,POSITIF
736,Kok sekolah gue ga pjj lagi si plis males banget ptm,-7,NEGATIF
737,"@convomfs harusnya masih ptm buat hari ini, tapi dipulangin soalnya anak kelas sebelah ada yang positif, jadi pjj deh",-3,NEGATIF
738,"@convomfs yaallah ptm aja baru mulai tgl 14, masa mo ganti daring lagiðŸ˜­ gw belum ngerasain woee",4,POSITIF
739,gue mending pjj sih daripada PTM persesi ðŸ˜­âœ¨,-6,NEGATIF
740,Tapi kalau tetap PTM virusnya bertambah lagi.,-7,NEGATIF
741,Yahhh sedih sekolah gue besok udah mulai ptm 50% :(,-3,NEGATIF
742,"gurunya ga niat ngajar?2x pertemuan ga masuk,,udah ditelfon walas gua anjr mana ga bilang,mksdnya aja gtu pdhal klo ptm masuk muluuu",-14,NEGATIF
743,"emang kudu diberentiin dulu PTM selama 3-4 minggu. buat apaan? yaa kalo kasus meledak di usia usia sekolah tu, perlu fasilitas khusus kalo ada case terburuk sampe perlu rs. udah gitu pasti persiapannya dikit dan ga banyak yang punya tu fasilitas. tapi kita ikutin aja lord luhutðŸ™ðŸ»",3,POSITIF
744,@schfess Awalnya pas masih PJJ ga akrab samsek dan kek gamau kenal sama temen2 sekelas. Eh pas udah PTM lama2 jadi asik,1,POSITIF
745,"@sssashaaa01 samaa, padahal udh nyaman ptm",5,POSITIF
746,@subschfess Ngga. Aku ttp pengen pjj. Ptm ngeri sama sirkel nya. Gue yg anak bawang cuma bisa diem@pokokan,-7,NEGATIF
747,Beruntung we can say good bye to each other... Walaupun capek ptm tapi tep aja bakal kangen. Tapi seru juga ptm:( bitj daring gua ga ngerti apa apa lagi,0,NETRAL
748,"@subschfess kalo ptm pengen pjj, kalo pjj pengen duit sih aku mah",6,POSITIF
749,@jev_anna ptm lebih enak tp skrng daring lagi,6,POSITIF
750,when yang lain PTM tapi gua sakit di rumah ðŸ‘ https://t.co/yfVLQf6wPz,-10,NEGATIF
751,ok sekolah gw balik ke PTM terbatas lagi,1,POSITIF
752,"@henderrryy GW JG AD UL ANJ gamau ptm dl, gile ajaa covidnya lg drastis naikðŸ˜­",-5,NEGATIF
753,RT @iloyojiel: anjg ptm 50% lagi,-7,NEGATIF
754,"@subschfess Aku juga gitu nder tapi mencoba berpikir lebih jernih, kalo PJJ kebanyakan main lah males lah offcam lah udah gitu ga 100% merhatiin tapi kalo PTM itu asik sih walaupun sepi kelasnya, rasanya kaya bimbel terus jg lebih fokus ditambah pasti ada catatan mapel gt kalo PTM",13,POSITIF
755,@henderrryy Lagi PJJ katanya PTM Senin tapi gatau di perpanjang lg apa gðŸ™,-6,NEGATIF
756,@CNNIndonesia AB ini salah strategi terus. Tapi dia pintar mengubah ini jd panggung politik. Aslinya ga perlu minta persetujuan krn kewenangan di Daerah buat ngurangin PTM (misal jadi 50-30%). Kalo stop 100% mungkin blm bisa. Nah dia maunya 100% tanpa PTM dan minta perstujuan LBP. Jelas ngaco.,-15,NEGATIF
757," @Dj_Bams74 Itu dia penting nya cari jalan keluar biar tidak merugikan Dikanal berita itu sudah bagus idenya PTM 50% pun dengan tempat usaha harus dibatasi juga Kita tempat usaha masih langgar prokes loh ðŸ˜‚  dibatasi 50% ternyata tanpa kita sadari kita melebih aturan",4,POSITIF
758,"matpel nya ga sesuai jadwal ptm bngst, jadi ngacak",-4,NEGATIF
759,"gua mau nangisssss, males ngapa ngapain karna mendengar berita ptm 50% udah mana gt ulangan diundur muluuu gua sedih bgttt",-23,NEGATIF
760,"@missufe Morningg makji, sedih bnget aku hari ini krna udh ga PTM lagi",-6,NEGATIF
761,@Kdillust1218 Nda :(( gak tau sekolahku masih ptm ini,-2,NEGATIF
762,ptm soalnya kelas gw lebih enak daripada kamar gwðŸ˜“ðŸ˜“ https://t.co/neA9EeeiTj,-12,NEGATIF
763,ptm setopp aja plis beresiko bangett,-9,NEGATIF
764,"jangan lupa sarapan dan mandi pagi kalian.. semangat buat yg pjj/ptm, yg kuliah dan yg kerja!! âœ¨â¤ï¸",-4,NEGATIF
765,@sukasusumilku Mangaatss nder semoga cpt balik PTM lagiu,-6,NEGATIF
766,@taetaejungo semenjak ptm gue udh ga begadang,-2,NEGATIF
767,@codesbans PJJ SJDBDJEJDIFJ sgt menyedihkan. km hri ini pjj apa ptm,-9,NEGATIF
768,"gue udah 3 hari mulai ptm dan keinget gapernah ketemu crush gue padahal satu sekolah, kan gue juga pengen ketemu krass",-3,NEGATIF
769,"@fadlizon Susah memahami jalan pikirannya. Memprediksi puncak wabah Covid-19 / Omicron bulan Februari, tetapi penerbangan internasional dibuka, keramaian dimall terjadi, tingkat hunian RS terjadi. PTM jalan terus ?",-2,NEGATIF
770,"@rosie_ark OH MKSDNYA KU SUKA PTM, SKRG MAH AK PJJðŸ˜”",-8,NEGATIF
771,Sedih bgttttt PTM terbatas lagi ðŸ˜­,-9,NEGATIF
772,WHWHAHAH YG LAIN PTM GW MALAH ONLINE LAGI https://t.co/nwXv58Wzsz,-13,NEGATIF
773,"buat yg mikir buat ptm, mending jangan dulu deh. covid lgi serem bgt, sekola gua lockdown krn banyak yg positif, sekitar 10 an. keluarga gua juga kena, stay safe and healthy yaa sering sering vitamin ama makan yg sehat2, klo dingin dingin coba tunda dulu deh, klo sakit jgn panik",0,NETRAL
774,"RT @schfess: sch! meski skrg lagi pjj, but i love ptm so much &lt;3 https://t.co/tlO0BPUtLq",1,POSITIF
775,"@schfess ptm setengah aja dah, mau lulus bentar lagi soalnya",1,POSITIF
776,"@jjnjaem aamiinn aamiin, males pjj mau ptm lagi aja ðŸ˜”ðŸ˜­",4,POSITIF
777,WALAUPUNNNN pjj enak siee dirumah gt ga hrsss pake seragamm ga ribet deh TAPI PTM JUGA SERUUUUUU bangettttt,1,POSITIF
778,gue kalo abis pjj lama terus masuk ptm lagi suka jadi males anjir,-12,NEGATIF
779,"@convomf ptm enakk, bisa lebih akrab sama temen sekelas, trus ketawaÂ² bareng temen sekelas. Walaupun PJJ bisa sambil rebahan, tapi susah buat mengerti materi, jd ofc enak PTM",14,POSITIF
780,"@dr_koko28 Disini nakes teriak2 covid naik, disisi lain PTM anak sekolah batal, disisi lain lg Mall, Tempat Kuliner, tempat hiburan, Pasar RAME. trus mau mu apa toh leee  ? ðŸ˜…ðŸ˜…ðŸ˜…",-16,NEGATIF
781,"gue gak ngebayangin ptm 50%
SOAL NYA ABSEN GUE JD GENAP AAAAAAA ANJGGG",-28,NEGATIF
782,@hitudt kok keren masih ptm,0,NETRAL
783,"@lljn00 masih ptm sih, tapi dengerÂ² katanya mau pjj lagi, tapi aku lebih suka pjj sih",5,POSITIF
784,@schfess masih tpi gatau dah bsk kelanjutannya bsk masih ptm apa kagak,2,POSITIF
785,"@subschfess pjj, soalnya kalo pjj tuh kaya fleksibel aja gitu waktunya. kalo ptm capek bgt asli bner bner gk kuatâœ‹ðŸ»ðŸ˜”",9,POSITIF
786,@fadlizon Anak sy kelas 3 SMA tahun ini di keluarkan oleh pihak sekolah karena memilih tidak mengikuti PTM .,-23,NEGATIF
787,"@subschfess tim ptm, soalnya kl pjj kaya libur trs gurunya kl pjj suka ga kasih materi tar tiba"" uh kan sebel ðŸ™‚",-5,NEGATIF
788,Kok gua masih ptm aja ya,1,POSITIF
789,@svnghoen ptm seru bisa bareng temennn pjj tugasnya makin bnykðŸ˜©ðŸ˜©ðŸ˜©,1,POSITIF
790,"buat yang ptm, semangat ya",9,POSITIF
791,@lovebysunoo terlanjur nyaman ptm meskipun pulang pulang encok,-1,NEGATIF
792,@aik_arif Dah ada pilihan buat ortu utk PTM atau PJJ. https://t.co/p7aSBzXpKz,7,POSITIF
793,yahhh masa nanti ptm nya 50% lgðŸ˜”,-7,NEGATIF
794,"Pls PTM 50% jgn sampe pake absen ganjil genap, mending 1-18 aja shshsjdjd",-9,NEGATIF
795,Ya allah ga mau ptm,14,POSITIF
796,beneran ptm 50%,3,POSITIF
797,"@otnayramitsme Di beberapa sudah ngga ptm lg, tp ditempatku masih ptm bang. Apalagi anak SD buset jajan berkerumun :((",-7,NEGATIF
798,"@Iwannawin0 Semangaatt nderr, semoga cpt balik PTM lagii",-4,NEGATIF
799,"jusat aneh banget, kenapa yg ptm tuh gak anak kelas 12 aja soalnya mereka sibuk",-11,NEGATIF
800,"@zpaduka pjj niss, gajadi ptm gegara c word lagi naikðŸ˜­ðŸ˜­ðŸ˜­ðŸ’”",-11,NEGATIF
801,anjinglah masa udah ptm 100% masih dikasih tugas di gcr,2,POSITIF
802,"@zarazettirazr Katanya tak begejala/bergejala ringan, trus PTM di DKI tetap dilanjutkan, trus kalo ngerasa sakit segera PCR, nah siapa yg diuntungkan dari situasi seperti itu?  ..",-10,NEGATIF
803,"@nanamibbygurl Pagi, enak banget yang ptm",7,POSITIF
804,"@Catatan_ali7 td udah sy contohkan kalo ptm ditutup masihlah bs org cari uang tp kl cafe yg ditutup kan gk ada omset dia, trus karyawannya gk kerja dan pajak pun pasti berhenti, itu mungkin yg terjadi menurut saya lho ya dan salah satu contoh pertimbangannya, mungkin kl mau jelas tanya pak Gub",4,POSITIF
805,@mattchafrrape Iyaa dia mager ptm karena nggak punya temen wkwk,-7,NEGATIF
806,pgn cepet cepet ptm à²¥_à²¥,3,POSITIF
807,"Kampus aing gk jadi ptm tapi bulan feb aja, sekalian online aja krn disini juga kasus lagi naik. Sekolah SMA aing udh kena :"")",-2,NEGATIF
808,"@yuwantino12 @CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans yaudah kalo ptm 100% masih jalan sekalian cabut status pendemi, biarin rakyat hidup bebas .. ini malah gak jelas bulan desember brita covid terkendali ehh skrng naik lagi .. covid covid tai kucing !!",-13,NEGATIF
809,"AAAAA TIDAKKK, PTM NYA 50% LAGIII",-2,NEGATIF
810,"RT @Catatan_ali7: @Dj_Bams74 Kalau pertimbanganya sektor ekonomi

Ya pendidikan juga ada pertimbangan nya seperti yg ditulis dalam berita tâ€¦",4,POSITIF
811,"PTM boleh, mudik ngga boleh. Awas aja lu yak ðŸ¥º",2,POSITIF
812,IYA duh takut bgt mana senin mau ptm ðŸ˜­ðŸ˜­ smoga pjj dulu ajadeh ngeri https://t.co/f6VRMWi6kQ,-5,NEGATIF
813,@heavensbeeeee @schfess BARU SADAR KOK PJJ SIH GOBLOK HARUSNYA PTM,-2,NEGATIF
814,udah bener ptm malah daring lagi ngentot,1,POSITIF
815,udah seneng2 ptm 100% eh pjj,10,POSITIF
816,"@seokjyniee ptm, ihh enak bangett",-2,NEGATIF
817,ni kalian jd pjj smpe seterusnya kah? knp gw cuma harini aja ya pjj senen balik ptm,1,POSITIF
818,"@yonk_lucu Aminn bgt kalo pjj ini mah, serem bgt kalo liat tl tu banyak yg + pas ptmðŸ˜©",6,POSITIF
819,"@aishairwn Gk bget dah, udh enakan ptmðŸ˜”â˜",7,POSITIF
820,yuk ptm lagii,2,POSITIF
821,"RT @samsularifinnnn: Bagi perusahaan yg menerapkan test &amp; tracing dgn  baik.. disaat prokes yg kendoorrrr, PTM 100% ini sgt2 mempengaruhi pâ€¦",2,POSITIF
822,"RT @ItsMe_RBH: Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ sepertiâ€¦",-1,NEGATIF
823,cian bgt yg daring lg :( alhamdulillah aku msh ptm hihi,0,NETRAL
824,iri iri iri sama yang masih ptm,-9,NEGATIF
825,Udah nyaman PTM eh daring lagi,7,POSITIF
826,gila kasus harian cvd naik bgt... minggu depan uda ptm k4mpusðŸ˜­ðŸ˜­ðŸ˜­ duh muk tenggelam ajjjj https://t.co/zjD9OpFQML,-9,NEGATIF
827,"@schfess Sorry but gue lebi suka ptm, gpp de hybrid yg penting ptm, bcs mk gue 90% praktek ðŸ˜˜ðŸ˜˜ðŸ˜˜",-10,NEGATIF
828,SEKOLAH GW MASI PTM ANJJJ LAGI NAIK KOK NEKAT BANGET SIH SEKUL GW https://t.co/ASwlXDxmbH,-5,NEGATIF
829,@hnurwahid @aniesbaswedan Kalau benar omicron SANGAT BDRBAHAYA dan ada yang ditolak permohonan penghentian PTM nya.. maka yang menolak telah melakukan perencanaan pembunuhan kepada anak sekolah dan para pendidiknya. Kira2 begitu pendapat saya,2,POSITIF
830,minggu depan sekolah ku ptm 50% yess,3,POSITIF
831,"@subschfess Ptm, gue selalu kehilangan semangat belajar kalo pjj, kalo di sekolah kan bisa sambil ngobrol atau diskusi sama temen,  materi juga jadi lebih ngerti",5,POSITIF
832,"@schfess klo selama masuk ptm lu ga jaga prokes yes lu salah tp klo udh pake masker jaga jarak tp ttp kena ofc it's not ur fault, ibu2 emg mulutny kek anjing nder, anggep aja anjing menggonggong atau angin lewat, smangat senderr",4,POSITIF
833,"@youngtaelvity kalo aku ptm 50% kaa, hari ini doang yang bdr sama rabu itujuga kao rabu setengah hari di sekolah trus siangnya bdr deh",5,POSITIF
834,kalian yg udah ptm kalian lebih suka online apa offline guysðŸ˜­,1,POSITIF
835," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",3,POSITIF
836,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",-11,NEGATIF
837,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",-2,NEGATIF
838,"punya sekolah maksa bgt ptm, tapi mau aman",7,POSITIF
839,ih males banget sekolah gue PTM 50% lagii,-6,NEGATIF
840,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",17,POSITIF
841,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,5,POSITIF
842,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",-3,NEGATIF
843,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,-7,NEGATIF
844,@kyoongpi06 @Askrlfess Iya padahal enak ptm,5,POSITIF
845,@hahahawibu ðŸ˜­ðŸ˜­ðŸ˜­ gue udah ptm dari januari eh skrg pjj lagi sdih,-6,NEGATIF
846,"bokap w bisa curiga kalo sekolah cuma 2 jam doang ðŸ˜ƒ btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",-5,NEGATIF
847,"@Catatan_ali7 Bkn soal taat tp lebih punya kesadaran lebih, lagian pertimbangan sektor ekonomi juga jd tentu pertimbangan, kl usaha gk buka gk bisa makan tp kl sekolah yg gk buka masihlah bisa makan, lagian kalopun PTM gk ditutup pasti tetep disalahkan jg kan apapun salah anies sekarang ini",10,POSITIF
848,"Delta, kluster perkantoran, sulung. Omicron, kluster ptm 100, si tengah. ku lelah. sangat.",6,POSITIF
849,"Belum Ada Temuan Klaster Corona di Sekolah Sragen, PTM Tetap Berjalan 100 PersenÂ  https://t.co/TV0vCIM3OP",-1,NEGATIF
850,"RT @Catatan_ali7: Tutup dulu "" dunia malam "" jika semua sudah tutup semua baru sasar SEKOLAH (STOP PTM)  lh cafe cafe dijakarta terutamaâ€¦",-9,NEGATIF
